dwTemplateID,strName,byShape,byDamegePro,byTargetType,dwHitPer,dwCriticalPer,dwCriticalDmgPer,wAoeAimNum,Mode,PeriodTime,Count,nAoeArea,byAoeAreaType,nAoeAreaData,byIgnoreDef,dwIgnoreDefendAmount,dwDamagePer,naMoreDamagePer[MONSTER_BODY_TYPE_max],bySkillEffect,dwDmg[10],dwAtkPowerPer[10],sSkillEffect[8],Description,MoveSpeed,LifeTime,shakeCamera,AudioConf,SummonEffect,ExplosionEffect,ExplosionEffectLife,ExplosionAudioConf,ExplosionAudioStartTime,HitEffect,HitEffectLife,HitDummy,WeaponHitType,DelayDamage,CalcDamage,BindNode,High
210,矮人射手爆炎多重箭,0,2,5,0,0,0,1,0,0,1,200,1,0,0,0,10000,0;0;0;0,0,0,6000,2015,碰到目标后造成相当于攻击力60%的火焰伤害,30000,500,0,,Effect/MainChar/$Fx_dwarf_warrior_v_bergtol/Fx_Huojian_Fly.prefab,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Fire_Hit_001.prefab,600,1,arrow,0,1,,0
211,闪电球,4,4,5,0,0,0,20,0,0,20,2000,1,0,0,0,10000,0;0;0;0,0,0,9000,,碰到目标后造成相当于攻击力110%的伤害,16000,1000,0,,Effect/MainChar/$FX_baltor_kid_v_roka/FX_baltor_kid_v_roka_Fly.prefab,,1000,,0,Effect/MainChar/$Hit_Effect/Fx_lighting_Hit_001.prefab,600,1,lightning,0,1,,0
212,闪电球（黑狮）,4,4,5,0,0,0,20,0,0,1,2000,1,0,0,0,10000,0;0;0;0,0,0,6500,2018,碰到目标后造成相当于攻击力110%的伤害,16000,1000,0,,Effect/MainChar/$FX_baltor_kid_v_roka/FX_baltor_kid_v_roka_Fly.prefab,,1000,,0,Effect/MainChar/$Hit_Effect/Fx_lighting_Hit_001.prefab,600,1,lightning,0,1,,0
213,玄冰法师冰球,4,1,5,0,0,0,1,0,0,20,500,1,0,0,0,10000,0;0;0;0,0,0,12000,2020,向前方发射一枚玄冰球，对所有触碰到玄冰球的敌人造成相当于攻击力120%的冰霜伤害，并使其减速15%，持续1秒。,16000,1000,0,,Effect/MainChar/$Fx_human_yudit/Fx_Bingdan_Fly_aliya.prefab,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Ice_Hit_001.prefab,600,1,ice,0,1,,0
214,毒球,4,3,5,0,0,0,20,0,0,20,2000,1,0,0,0,10000,0;0;0;0,0,0,8500,,碰到目标后造成相当于攻击力60%的伤害,16000,1000,0,,Effect/MainChar/$Fx_elf_duo/Fx_elf_duo_Fly.prefab,,1000,,0,Effect/MainChar/$Hit_Effect/Fx_Poison_Hit_001.prefab,600,1,poison,0,1,,0
215,玄光球,4,4,5,0,0,0,20,0,0,1,2000,1,0,0,0,10000,0;0;0;0,0,0,8500,,碰到目标后对敌人造成相当于攻击力85%的雷电伤害。,16000,1000,0,,Effect/MainChar/$Fx_baltor/Fx_Leiguangdan_Fly.prefab,,1000,,0,Effect/MainChar/$Hit_Effect/Fx_lighting_Hit_001.prefab,600,1,lightning,0,1,,0
216,玲珑法阵,4,4,4,0,0,0,20,1,1000,0,3000,1,0,0,0,10000,0;0;0;0,3,0,6000,,法阵内的友方目标持续恢复生命值。,0,6000,0,,Effect/MainChar/$Fx_elf_elecia/Fx_elf_elecia_skill02_b.prefab,,0,,0,,0,1,,0,1,,0
217,冰锥,4,1,5,0,0,0,20,0,0,1,1000,1,0,0,0,10000,0;0;0;0,0,0,9000,2028,艾尔蕾雅召唤冰锥攻击敌人，冰锥在击中敌人后爆裂，对目标及其周围2米范围内的所有敌人造成相当于攻击力90%的冰霜伤害。,9000,1000,0,,Effect/MainChar/$Fx_elf_mage_female/Fx_elf_mage_female_Fly.prefab,Effect/MainChar/$Fx_human_yudit/Fx_Bingdan_001.prefab,1000,,0,Effect/MainChar/$Hit_Effect/Fx_Ice_Hit_001.prefab,600,1,ice,0,1,,0
218,寒冰晶刺,4,2,5,0,0,0,20,1,500,0,3000,1,0,0,0,10000,0;0;0;0,0,0,12500,2028,对进入范围内的敌人造成大量伤害。,0,1400,0,,Effect/MainChar/$Fx_elf_mage_female/Fx_elf_mage_female_bing.prefab,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Ice_Hit_001.prefab,600,1,ice,0,1,,0
219,锅铲,0,0,5,0,0,0,20,0,0,20,1000,1,0,0,0,10000,0;0;0;0,0,0,9000,2030,碰到目标后造成90%的物理伤害。,9000,1000,0,,Effect/MainChar/$FX_elf_mage_female_v_benepika/Fx_benepika.prefab,,1000,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_002.prefab,600,1,sword,0,1,,0
220,火球（火焰法师）,4,2,5,0,0,0,20,0,0,1,1000,1,0,0,0,10000,0;0;0;0,0,0,9000,,碰到目标后爆炸对半径1.5米内的所有敌人造成相当于攻击力90%的火焰伤害。,20000,750,0,,Effect/MainChar/$Mage/Fx_Huoqiu_Fly_001.prefab,Effect/MainChar/$Mage/Fx_Huoqiu_Hit_001.prefab,1000,,0,,,1,fire,0,1,,0
221,榴弹,0,0,5,0,0,0,20,0,0,1,1000,1,0,0,0,10000,0;0;0;0,0,0,9000,,碰到目标后爆炸对半径2米内的所有敌人造成相当于攻击力90%的物理伤害。,15000,1000,0,,Effect/MainChar/$Fx_human_marina/Fx_mrina_fly.prefab,Effect/MainChar/$Fx_human_marina/Fx_human_marina_skill01_hit.prefab,1000,,0,,,1,fire,0,1,,0
222,榴弹,0,0,5,0,0,0,20,0,0,1,1000,1,0,0,0,10000,0;0;0;0,0,0,12000,,碰到目标后爆炸对半径2米内的所有敌人造成相当于攻击力120%的物理伤害。,15000,1000,0,,Effect/MainChar/$Fx_human_marina/Fx_mrina_fly.prefab,Effect/MainChar/$Fx_human_marina/Fx_human_marina_skill01_hit.prefab,1000,,0,,,1,fire,0,1,,0
223,玄光球,4,4,5,0,0,0,20,0,0,20,2000,1,0,0,0,10000,0;0;0;0,0,0,8500,,碰到目标后对敌人造成相当于攻击力85%的雷电伤害。,16000,1000,0,,Effect/MainChar/$Fx_baltor/Fx_Leiguangdan_Fly.prefab,,1000,,0,Effect/MainChar/$Hit_Effect/Fx_lighting_Hit_001.prefab,600,1,lightning,0,1,,0
224,火焰卡牌,4,2,5,0,0,0,20,0,0,20,2000,1,0,0,0,10000,0;0;0;0,0,0,8500,,碰到目标后爆炸对半径2米内的所有敌人造成相当于攻击力85%的火焰伤害。,15000,1000,0,,Effect/MainChar/$Fx_human_rodyn/Fx_rodyn_fly.prefab,,1000,,0,Effect/MainChar/$Hit_Effect/Fx_Fire_Hit_001.prefab,600,1,fire,0,1,,0
225,火焰卡牌,4,2,5,0,0,0,20,0,0,20,2000,1,0,0,0,10000,0;0;0;0,0,0,12000,,碰到目标后爆炸对半径2米内的所有敌人造成相当于攻击力120%的火焰伤害。,15000,1000,0,,Effect/MainChar/$Fx_human_rodyn/Fx_rodyn_fly.prefab,,1000,,0,Effect/MainChar/$Hit_Effect/Fx_Fire_Hit_001.prefab,600,1,fire,0,1,,0
226,烟雾弹,0,0,5,0,0,0,20,0,0,1,1000,1,0,0,0,10000,0;0;0;0,0,0,9000,2048,碰到目标后召唤烟雾弹陷阱,15000,1000,0,,Effect/MainChar/$Fx_human_marina/Fx_mrina_fly.prefab,,1000,,0,,,1,fire,0,0,,0
227,烟雾弹地带,4,2,4,0,0,0,20,1,500,0,3000,1,0,0,0,10000,0;0;0;0,0,0,3000,2047,对进入范围内友方目标闪避率提高100%。,0,5000,0,,Effect/MainChar/$Fx_human_marina/Fx_marina_yanwu.prefab,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Fire_Hit_001.prefab,600,1,fire,0,0,,0
228,沙基安陷阱,4,4,5,0,0,0,20,1,1000,0,2500,1,0,0,0,10000,0;0;0;0,0,0,20000,,对进入范围内的敌人造成大量伤害。,0,1900,0,,Effect/MainChar/$Fx_nuker_shakian_magic/Fx_shakian_bomb.prefab,,0,,0,Effect/MainChar/$Hit_Effect/Fx_lighting_Hit_001.prefab,600,1,lightning,0,1,,0
229,佩恩剑气,4,2,5,0,0,0,20,0,0,20,2000,1,0,0,0,10000,0;0;0;0,0,0,16000,,碰到目标后爆炸对半径2米内的所有敌人造成相当于攻击力160%的火焰伤害。,15000,1000,0,,Effect/MainChar/$Fx_human_warrior_v_tenan/Fx_tenan_fly.prefab,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Fire_Hit_001.prefab,600,1,fire,0,1,,0
230,爱丽丝毒球,0,3,5,0,0,0,20,0,0,1,1000,1,0,0,0,10000,0;0;0;0,0,0,10000,,碰到目标后造成100%的毒素伤害。,15000,1000,0,,Effect/MainChar/$Fx_ivyflower/Fx_ivyflower_fly.prefab,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Poison_Hit_001.prefab,600,1,poison,0,1,,0
231,玄光球,4,4,5,0,0,0,20,0,0,20,2000,1,0,0,0,10000,0;0;0;0,0,0,8500,,碰到目标后对敌人造成相当于攻击力85%的雷电伤害。,16000,1000,0,,Effect/MainChar/$Fx_baltor/Fx_Leiguangdan_Fly.prefab,,1000,,0,Effect/MainChar/$Hit_Effect/Fx_lighting_Hit_001.prefab,600,1,lightning,0,1,,0
