dwTemplateID,strName,dwClassID,byLevel,byIsPassive,NextLevel,byShape,byDamegePro,byJob,nLearnLevel,dwTotalSkillTreePoint,dwCostSkillPoint,byWeaponFlag,dwCostSP,dwIgnoreAction,byIsLead,dwPrepareTime,bypreparetimes,byDamageFrequency,dwCooldown,byTargetType,dwHitPer,dwCriticalPer,dwCriticalDmgPer,wAoeAimNum,nAoeArea,byAoeCenterType,nAoeCenterData,byAoeAreaType,nAoeAreaData,byIgnoreDef,dwIgnoreDefendAmount,dwDamagePer,naMoreDamagePer[MONSTER_BODY_TYPE_max],byPeriodicDamage,dwPeriodicTraumaHP,bySkillEffect,dwDirectDmgMin,dwDirectDmgMax,dwDmg[10],dwAtkPowerPer[10],sSkillEffectSelf[6],sSkillEffect[8][10],strScriptName,Description,icon,ParentID,Index,stageicon0,stageicon1,stageicon2,stageicon3
1137,勇猛战士,1134,4,1,0,0,0,1,15,24,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10000,{0，0，0，0},0,0,7,0,0,,,,,,风暴冷却时间减少20秒,BraveWarrior,1005,3,,,,
1151,环刺,1003,1,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,4000,4,0,0,0,20,3000,0,0,7,500,0,0,10000,{0;0;0;0},0,0,0,0,0,,{30000},,,,对前方的所有敌人造成300%的伤害。,FatalBlow,0,-1,,,,
1152,旋风刺,1003,1,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,4000,4,0,0,0,20,1500,0,0,7,500,0,0,10000,{0;0;0;0},0,0,0,0,0,,{50000;15000},,,,向前冲出6米，对碰到的敌人造成两次伤害，分别为500%和150%的伤害。,Whirlwind,0,-1,,,,
1153,撼地重击,1004,1,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,16000,4,0,0,0,20,3000,0,0,1,0,0,0,10000,{0;0;0;0},0,0,0,0,0,,{20000},,,,对周围的敌人造成200%的伤害，并有20%的概率击晕除Boss以外的敌人,Earthshake,0,-1,,,,
1154,勇气呐喊,1004,1,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,16000,4,0,0,0,20,3000,0,0,1,0,0,0,10000,{0;0;0;0},0,0,0,0,0,,{50000},,,,对周围的敌人造成500%的伤害，并且有60%的概率击晕除Boss以外的敌人。,CourageShout,0,-1,,,,
1155,暴风斩,1005,1,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,50000,4,0,0,0,20,3000,0,0,1,0,0,0,10000,{0;0;0;0},0,0,0,0,0,,{80000},,,,对半径5米内的所有敌人造成800%的伤害。,StormSlash,0,-1,,,,
1156,最后反击,1005,1,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,50000,4,0,0,0,20,4000,0,0,1,0,0,0,10000,{0;0;0;0},0,0,0,0,0,,{24000;24000;24000;50000},,,,连续攻击4次，前3次成240%的伤害，最后一次500%的伤害，使用时处于无敌状态。,LastFight,0,-1,,,,
1157,长剑挥砍,1001,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,20,1500,0,0,5,90,0,0,10000,{0;0;0;0},0,0,0,0,0,,{9300},,,,使用基本攻击攻击敌人，对前方的敌人造成93%的伤害，并恢复30点SP。,SwordSlash,0,-1,,,,
1158,长剑挥砍,1001,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,20,1500,0,0,5,90,0,0,10000,{0;0;0;0},0,0,0,0,0,,{9300},,,,使用基本攻击攻击敌人，对前方的敌人造成93%的伤害，并恢复30点SP。,SwordSlash,0,-1,,,,
1159,长剑挥砍,1001,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,20,1500,0,0,5,90,0,0,10000,{0;0;0;0},0,0,0,0,0,,{9300},,,,使用基本攻击攻击敌人，对前方的敌人造成93%的伤害，并恢复30点SP。,SwordSlash,0,-1,,,,
