uid,dwTemplateID,strName,dwClassID,byLevel,byIsPassive,byShape,byDamegePro,byJob,nLearnLevel,dwTotalSkillTreePoint,dwCostSkillPoint,byWeaponFlag,dwCostSP,byIsLead,bypreparetimes,byPeriodicDamage,dwPeriodicTraumaHP,byDamageFrequency,dwCooldown,Buffid,Description,icon,Index,parentid,NextLevel,UnLimited
5014,1001,玲珑侍女普攻,5014,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,玲珑侍女朝前方发射一枚玄光球，玄光球在击中敌人后将会对其造成雷电伤害。,SwordSlash_a,1,0,0,0
5015,1001,铁锤普攻,5015,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,矮人挥舞铁锤进行攻击，对前方小范围内的所有敌人造成物理伤害。,SwordSlash_a,1,0,0,0
5016,1001,艾尔蕾雅普攻,5016,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,艾尔蕾雅召唤冰锥攻击敌人，冰锥在击中敌人后爆裂，对目标及其周围的所有敌人造成冰霜伤害。,SwordSlash_a,1,0,0,0
5017,1001,美食家温妮普攻,5017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,温妮将手中锅铲向前扔出，对被锅铲击中的敌人造成物理伤害。,SwordSlash_a,1,0,0,0
5018,1001,低级侍卫普攻,5018,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,挥舞长柄菜刀进行劈砍，对前方小范围内的所有敌人造成物理伤害。,SwordSlash_a,1,0,0,0
5019,1001,豆豆普攻,5019,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,豆豆举起盾牌攻击敌人，对前方小范围区域内的敌人造成物理伤害。,SwordSlash_a,1,0,0,0
5020,1001,中级侍卫普攻,5020,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,朝前方猛刺，对前方小范围内的所有敌人造成物理伤害。,SwordSlash_a,1,0,0,0
5021,1001,火焰法师普攻,5021,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,火焰法师向前方发射一枚火球，火球在触碰到敌人将发生爆炸，对爆炸范围内的所有敌人造成火焰伤害。,SwordSlash_a,1,0,0,0
5022,1001,暗影普攻,5022,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,暗影挥舞巨大的镰刀进行攻击，对前方扇形区域内的所有敌人造成物理伤害。,SwordSlash_a,1,0,0,0
5023,1001,玛丽娜普攻,5023,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,玛丽娜朝敌人发射一枚小型榴弹，榴弹在击中敌人后将会发生爆炸，对目标及其周围2米范围内的所有敌人造成物理伤害。,SwordSlash_a,1,0,0,0
5024,1001,米勒大叔普攻,5024,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,米勒大叔向前方发射一枚玄光球，对所有触碰到玄光球的敌人造成少量雷电伤害。,SwordSlash_a,1,0,0,0
5025,1001,佩恩普攻,5025,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,佩恩挥舞长剑攻击敌人，对前方扇形范围内的所有敌人造成少量物理伤害。,SwordSlash_a,1,0,0,0
5026,1001,秀逗魔术师普攻,5026,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,兰斯朝前方射出一枚火焰卡牌，对前方所有被卡牌穿过的敌人造成火焰伤害。,SwordSlash_a,1,0,0,0
5027,1001,克丽缇娜普攻,5027,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,克丽缇娜挥舞影刃，对前方扇形范围内的所有敌人造成物理伤害。,SwordSlash_a,1,0,0,0
5028,1001,矮人督察官普攻,5028,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,矮人挥舞锤子攻击敌人，对前方小范围内的所有敌人造成物理伤害。,SwordSlash_a,1,0,0,0
5029,1001,格林大妈普攻,5029,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,大妈挥舞铁勺，对前方小范围内的敌人造成少量物理伤害。,SwordSlash_a,1,0,0,0
5030,1001,爱丽丝普攻,5030,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,爱丽丝向前方发射一枚毒球，对所有被毒球触碰到的敌人造成少量毒素伤害。,SwordSlash_a,1,0,0,0
5031,1001,经验童子普攻,5031,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,向前方发射一枚雷光球，雷光球将会对所有被其击中的目标造成少量雷电伤害。,SwordSlash_a,1,0,0,0
5035,1001,克里斯普攻,5035,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,克里斯挥舞长剑劈砍敌人，对前方小范围内的所有敌人造成物理伤害。,SwordSlash_a,1,0,0,0
5036,1001,光之教父普攻,5036,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,海伍德朝前方发射一枚雷光球，雷光球将会对所有被其击中的敌人造成雷电伤害。,SwordSlash_a,1,0,0,0
5037,1001,炼金术士普攻,5037,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,炼金术士斐迪南朝前方扔出一个毒剂瓶，毒剂瓶在击中敌人后将会发生爆裂，对目标及其周围小范围内的所有敌人造成毒素伤害。,SwordSlash_a,1,0,0,0
5038,1001,海洋之心普攻,5038,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,阿诺德朝前方释放一颗水弹，水弹在命中目标后将发生爆裂，对目标及其周围小范围内的所有敌人造成冰霜伤害。,SwordSlash_a,1,0,0,0
6001,1002,狂暴旋风斩,6001,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,13000,0,矮人狂战士挥舞巨斧飞速旋转，形成一道旋风，对旋风周围的所有敌人造成大量物理伤害。,kuangbaoxuanfengzhan,1,0,0,0
6002,1002,大蔓藤术,6002,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,17000,0,小花仙在身周召唤出大量森林蔓藤缠绕敌人，所有被蔓藤缠绕的敌人都将被束缚，并受到持续的毒素伤害。,damantengshu,1,0,0,0
6003,1002,神圣祈祷,6003,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,16000,0,小艾丽娅发起祈祷，持续5秒。在祈祷期间，其身周的所有友方目标都将能够持续回复大量生命值。,shenshengqidao,1,0,0,0
6004,1002,爆裂酒杯,6004,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10000,0,酒桶朝前方扔出一个蓄满能量的大酒杯，能量酒杯在命中敌人时会发生猛烈爆炸，将爆炸区域内的所有敌人炸飞，并对他们造成大量冰霜伤害。,baoliejiubei,1,0,0,0
6005,1002,圣光法阵,6005,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,15000,0,白长老在脚下召唤出一个持续的圣光法阵，所有身处法阵之中的友方单位受到的伤害将大幅减少。,shengguangfazhen,1,0,0,0
6006,1002,气功波,6006,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8000,0,小黄蓄力朝前方发射一束超强气功波，对所有被气功波击中的敌人造成大量物理伤害。,qigongbo,1,0,0,0
6007,1002,爆炎多重箭,6007,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,15000,0,矮人神射手朝前方进行攒射，不断射出大量火箭，对前方扇形区域内的所有敌人造成大量物理伤害，并对命中的目标造成灼烧效果。,baoyanduochongjian,1,0,0,0
6008,1002,赤炎火狱,6008,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,15000,0,圣火妖姬在身周召唤出大量火焰形成赤炎火狱，对所有身处赤炎火狱中的敌人持续造成大量火焰伤害。,chiyanhuoyu,1,0,0,0
6009,1002,狮心长拳,6009,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8000,0,狮心勇士朝前方猛烈击出重拳，重拳所带出的拳风将对前方扇形区域内的所有敌人造成一次大量物理伤害。,shixinchangquan,1,0,0,0
6010,1002,引雷术,6010,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8000,0,流浪法师能够引导雷电之力轰击敌人，对所有被雷击的敌人造成大量雷电伤害。,yinleishu,1,0,0,0
6011,1002,玲珑法阵,6011,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,15000,0,玲珑侍女在身周召唤出一个持续的回复法阵，所有身处玲珑法阵中的友方单位都将能够持续回复生命值。,linglongfazhen,1,0,0,0
6012,1002,地裂一击,6012,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8000,0,矮人举起铁锤猛烈砸击地面，砸击所产生的强劲地震波将向外扩散，对周围小范围内的所有敌人造成大量物理伤害，并造成2秒眩晕。,dilieyiji,1,0,0,0
6013,1002,寒冰晶刺,6013,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9000,0,艾尔蕾雅在敌人脚下召唤出一个大型寒冰刺，寒冰刺会在随后发生爆裂，并形成大量寒冰碎片，对周围的所有敌人造成大量冰霜伤害。,hanbingjingci,1,0,0,0
6014,1002,死亡审判,6014,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10000,0,暗影朝前方飞出旋转的死亡镰刀，对所有被死亡镰刀击中的敌人造成大量物理伤害，并使其流血不止。,siwangshenpan,1,0,0,0
6015,1002,烟雾弹,6015,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,15000,0,玛丽娜朝前方发射一枚烟雾弹，烟雾弹将会在命中敌人后爆炸，形成一片半径3米的烟雾区域，所有身处烟雾中的敌人都将被致盲。,yanwudan,1,0,0,0
6016,1002,治愈光球,6016,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,20000,0,米勒大叔召唤出3个治愈光球环绕自身不断旋转，每个治愈光球都能够吸取周围敌人的生命，并用来缓慢回复友方目标生命。,zhiyuguangqiu,1,0,0,0
6017,1002,剑影突袭,6017,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10000,0,佩恩快速挥舞长剑，向前方发出两道剑影，任何被剑影击中的敌人都将受到大量物理伤害。,jianyingtuxi,1,0,0,0
6018,1002,卡牌风暴,6018,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,13000,0,兰斯激发出大量旋转的火焰卡牌朝外飞出，对所有被火焰卡牌击中的敌人造成大量火焰伤害。,kapaifengbao,1,0,0,0
6019,1002,幻影炫舞,6019,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12000,0,克丽缇娜高速旋转，并在旋转的过程中不断向四周发射剧毒飞镖，对周围的敌人总计造成相当于自身攻击力380%物理伤害，并使其中毒。,jianyingtuxi,1,0,0,0
6020,1002,流星重锤,6020,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10000,0,矮人举起铁锤猛烈砸击地面，砸击所产生的强劲地震波将向外扩散，对周围小范围内的所有敌人造成大量物理伤害，并造成2秒眩晕。,dilieyiji,1,0,0,0
6021,1002,暗夜圆舞,6021,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10000,0,克里斯挥剑旋转一周，向四周发散出一圈圆形剑气，向外扩散的圆形剑气将会对所有被剑气击中的敌人造成相当于攻击力300%的物理伤害。,linglongfazhen,1,0,0,0
6022,1002,折光,6022,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,18000,0,光之教父海伍德通过扭曲光线为周围5米范围内的所有友方单位加持圣光盾，圣光盾将会保护目标免受伤害，并且能够将受到的攻击伤害百分百反弹给攻击者，圣光盾持续3秒。,qigongbo,1,0,0,0
6023,1002,毒剂炸弹,6023,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,15000,0,斐迪南朝前方区域扔出一个大型毒剂瓶，毒剂瓶在命中目标区域后将会发生猛烈爆炸，对目标区域内的所有敌人造成一次猛烈的毒素伤害，并在之后形成一大片毒雾，所有身处毒雾内的敌人还将持续受到毒素伤害。,yanwudan,1,0,0,0
6024,1002,深海巨浪,6024,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,15000,0,海洋之心阿诺德朝前方召唤出一波深海巨浪攻击敌人，深海巨浪被召唤后将会不断朝前涌动，对所有被巨浪击中的敌人造成相当于攻击力300%的冰霜伤害；巨浪能够将敌人短暂击退，并使其在接下来的3秒内被大幅减速。,baoliejiubei,1,0,0,0
7001,1003,无畏冲锋,7001,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,6000,0,矮人狂战士向前发起一次冲锋，对冲锋路径上的所有敌人造成物理伤害。,wuweichongfeng,1,0,0,0
7002,1003,雷云风暴,7002,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,10000,0,小花仙猛力煽动翅膀，同时向四周放出6道旋风，对所有被旋风击中的敌人造成中等的雷电伤害。,leiyunfengbao,1,0,0,0
7003,1003,生命礼赞,7003,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,8000,0,小艾丽娅紧跟主人，每隔一段时间将会为主人及自身回复少量生命值。,shengminglizan,1,0,0,0
7004,1003,醉步,7004,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,20000,0,酒桶能够在大量饮酒后施展醉步，使其能够在接下来的8秒内躲掉所有攻击伤害。,zuibu,1,0,0,0
7005,1003,治愈术,7005,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,8000,0,绿衣施展治愈之术，为一名友方目标回复少量生命。,zhiyushu,1,0,0,0
7006,1003,献祭,7006,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,20000,0,暗影可以发动献祭，献祭后暗影的攻击力将得到短暂的大幅提高。,xianji,1,0,0,0
7007,1003,三重榴弹,7007,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,8000,0,玛丽娜朝前方同时发射三枚重型榴弹，每一枚榴弹在命中目标并爆炸后都能够对范围内的所有敌人造成物理伤害。,sanchongliudan,1,0,0,0
7008,1003,神圣护盾,7008,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,15000,0,米勒大叔为一名随机友方目标加持一个护盾，护盾将大幅提升目标的防御力。,shenshenghudun,1,0,0,0
7009,1003,强力盾击,7009,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,7000,0,佩恩举起盾牌朝前方发起盾击，对前方小范围内的所有敌人造成少量物理伤害，并将敌人震退，造成短暂的眩晕。,qianglidunji,1,0,0,0
7010,1003,火焰卡牌,7010,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,8000,0,兰斯在攻击敌人时将有一定概率朝前方同时发射三枚火焰卡牌，每一枚卡牌都将对被其穿过的敌人造成火焰伤害。,huoyankapai,1,0,0,0
7011,1003,幻影步,7011,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,18000,0,克丽缇娜能够通过施展幻影步来躲避掉大部分的攻击伤害。,zuibu,1,0,0,0
7012,1003,黑暗之力,7012,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,15000,0,克里斯每隔一段时间将会获得一次黑暗之力的加持，在黑暗之力加持期间，克里斯的所有攻击将必定发生暴击。,xianji,1,0,0,0
7013,1003,光速,7013,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,12000,0,海伍德为周围5米范围内的所有友方单位加持光之极速，使其攻击速度和移动速度得到了大幅提升。,zuibu,1,0,0,0
7014,1003,三勒浆,7014,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,15000,0,斐迪南喝下整整一瓶自己调制的三勒浆，三勒浆能够充分激发其潜能，使得自身攻击力得到了大幅提高。,shengminglizan,1,0,0,0
7015,1003,潮汐之力,7015,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,5000,0,阿诺德在进入战斗后将能够持续为自身加持潮汐之力，每一层潮汐之力能够为阿诺德额外提供5%的攻击力加成，阿诺德最多能够加持5层潮汐之力。,lianqidashi,1,0,0,0
20001,1004,狂暴之心,20001,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,当矮人狂战士的血量少于50%时，将会触发一次持续10秒的狂暴状态，在狂暴状态下，矮人狂战士的攻击力将会翻倍。狂暴状态最多被触发1次。,kuangbaozhixin,1,0,0,0
20002,1004,暴力美学,20002,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,矮人狂战士的所有攻击都会有一定概率触发额外的暴击率。,baolimeixue,1,0,0,0
20003,1004,自然之力,20003,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,小花仙受到自然之力庇护，能够持续地回复自身生命。,ziranzhili,1,0,0,0
20004,1004,精灵炫舞,20004,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,小花仙在受到物理攻击时将会有10%的概率躲避掉攻击伤害。,jinglingxuanwu,1,0,0,0
20005,1004,净化之体,20005,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,小艾丽娅的净化之体使其能够豁免一定程度的毒素伤害。,jinghuazhiti,1,0,0,0
20006,1004,拒火之体,20006,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,小艾丽娅的拒火之体能够大大提升其火焰抗性。,juhuozhiti,1,0,0,0
20007,1004,酒精催化,20007,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,依靠酒精的催化效果，酒桶的冰霜伤害能力大大增强。,jiujingcuihua,1,0,0,0
20008,1004,酒气熏天,20008,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,所有靠近酒桶的敌人都将受到酒桶的酒气影响，移动速度大幅下降。,jiuqixuntian,1,0,0,0
20009,1004,神圣祝福,20009,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,身处白长老身周的所有友方目标都将获得主祭的祝福，所有元素的抗性都将得到提升。,shenshengzhufu,1,0,0,0
20010,1004,圣光守护,20010,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,身处白长老身周的所有友方目标都将能够得到圣光的守护，使自身所受到的伤害减少。,shengguangshouhu,1,0,0,0
20011,1004,练气大师,20011,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,小黄自身生命将永久提升5%。,lianqidashi,1,0,0,0
20012,1004,元气盾,20012,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,当小黄血量低于50%时将会触发元气盾，元气盾能够大大减少小黄所受到的伤害。元气盾最多被触发1次。,yuanqidun,1,0,0,0
20013,1004,精准射击,20013,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,矮人神射手精通射击之道，其命中将得到永久提升。,jingzhunsheji,1,0,0,0
20014,1004,强力穿透,20014,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,矮人神射手射出的箭支拥有极强的穿透能力，有15%的概率能够忽视目标防御，对其造成重创。,qianglichuantou,1,0,0,0
20015,1004,火焰之力,20015,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,所有受到圣火妖姬攻击的敌人都将有一定概率被点燃，受到持续的灼烧效果。,huoyanzhili,1,0,0,0
20016,1004,火焰之体,20016,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,所有攻击圣火妖姬的敌人都将有一定概率被圣火点燃，从而受到持续的灼烧效果。,huoyanzhiti,1,0,0,0
20017,1004,四肢发达,20017,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,狮心勇士通过战斗不断磨砺体格，使自身物理攻击力及防御力额外提升5%。,sizhifada,1,0,0,0
20018,1004,铁拳宗师,20018,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,对于拳术的深入了解，使得狮心勇士的攻击拥有强大的穿透能力。,tiequanzongshi,1,0,0,0
20019,1004,魔爆之心,20019,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,所有攻击都将有20%几率造成额外伤害。,mobaozhixin,1,0,0,0
20020,1004,魔法学徒,20020,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,掌握了初级魔法原理，自身全属性元素伤害得到了少量提升。,mofaxuetu,1,0,0,0
20021,1004,寒冰光环,20021,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,所有处于玄冰法师身周的敌人都将受到寒冰影响，移动速度被降低。,hanbingguanghuan,1,0,0,0
20022,1004,玲珑之心,20022,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,玲珑侍女及其身周的所有友方单位都将能够持续回复少量生命值。,linglongzhixin,1,0,0,0
20023,1004,圣光盾,20023,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,当玲珑侍女的血量低于30%时将会触发圣光盾，圣光盾能够大大减少其受到的伤害。圣光盾最多被触发1次。,shengguangdun,1,0,0,0
20024,1004,抗性皮肤,20024,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,矮人铁锤拥有强大元素抵抗能力，各系元素抗性将能够得到永久提升。,kangxingpifu,1,0,0,0
20025,1004,绝对防御,20025,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,矮人铁锤自身防御力大大提高。,xishengzhidao,1,0,0,0
20026,1004,冰寒之力,20026,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,所有被艾尔蕾雅攻击的敌人都将被冰寒之力侵蚀，从而影响其移动速度。,binghanzhili,1,0,0,0
20027,1004,寒冰护盾,20027,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,艾尔蕾雅运用寒冰之力凝结护盾，并在其血量低于50%时释放，寒冰护盾将大大提升艾尔蕾雅的防御力。寒冰护盾最多只会被召唤1次。,hanbinghudun,1,0,0,0
20028,1004,美食专家,20028,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,温妮的每次普通攻击都有几率回复自身少量生命值。,meishizhuanjia,1,0,0,0
20029,1004,训练有素,20029,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,自身攻击力及防御力提升大大提高。,xunlianyousu,1,0,0,0
20030,1004,暗影之舞,20030,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,针对暗影的所有攻击都将会有几率发生丢失。,anyingzhiwu,1,0,0,0
20031,1004,暗影之刃,20031,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,暗影可以通过死亡镰刀吸取敌人生命治疗自身，使暗影的每次攻击都可回复自身少量生命值。,anyingzhiren,1,0,0,0
20032,1004,枪炮专家,20032,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,玛丽娜精通枪炮机械，使得其枪炮伤害能力提升10%。,qiangpaozhuanjia,1,0,0,0
20033,1004,精准,20033,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,玛丽娜自身命中率将永久提升10%。,jingzhun,1,0,0,0
20034,1004,圣言祝福,20034,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,所有身处米勒大叔10米范围内的友方目标都能够得到米勒大叔的圣言祝福，自身元素抗性得到了大幅提升。,shengyanzhufu,1,0,0,0
20035,1004,老当益壮,20035,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,米勒大叔老当益壮，自身移动速度得到了永久提升。,laodangyizhuang,1,0,0,0
20036,1004,攻守之势,20036,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,资深战士佩恩熟知攻守之势，自身攻击力及防御力将得到额外提升。,gongshouzhishi,1,0,0,0
20037,1004,魔法盾牌,20037,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,佩恩的魔法盾牌能够为佩恩抵挡大量元素伤害，自身各系元素抗性将得到永久提升。,mofadunpai,1,0,0,0
20038,1004,魔爆奥义,20038,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,兰斯发出的每一枚卡牌都将有一定几率产生暴击效果。,mobaoaoyi,1,0,0,0
20039,1004,魔力导师,20039,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,兰斯精通魔法原理，自身全属性元素伤害得到了大幅提升。,molidaoshi,1,0,0,0
20040,1004,涂毒,20040,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,克丽缇娜的武器上都涂有剧毒，她的所有攻击都有几率使目标中毒。,anyingzhiren,1,0,0,0
20041,1004,一击必杀,20041,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,克丽缇娜拥有敏锐的观察力，能够洞悉敌人的弱点，使得她的攻击有几率直接将敌人斩杀。,qianglichuantou,1,0,0,0
20042,1004,威慑,20042,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,身处矮人督察官身周6米范围内的所有敌人都将被威慑影响，自身防御力减少5%。,xishengzhidao,1,0,0,0
20043,1004,强力锤击,20043,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,矮人督察官的每一次攻击都将有几率忽视目标一定比例的防御。,laodangyizhuang,1,0,0,0
20044,1004,经验材料,20044,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,经验童子在作为升级材料被吞噬时能够提供升级经验。,shenshengzhufu,1,0,0,0
20045,1004,不能升级,20045,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,经验童子不能够升级。,binghanzhili,1,0,0,0
20046,1004,非强化材料,20046,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,经验童子不能用于战魂强化，非强化材料。,mofaxuetu,1,0,0,0
20047,1004,王者圣剑,20047,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,克里斯所持的王者圣剑使得克里斯的所有攻击拥有强大的穿透能力。,baolimeixue,1,0,0,0
20048,1004,王者威压,20048,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,克里斯霸气侧漏，使得周围所有敌人的防御力大幅下降。,xishengzhidao,1,0,0,0
20049,1004,雷光奥义,20049,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,洞悉雷光奥义，教父海伍德的所有攻击将拥有更为强劲的穿透效果。,linglongzhixin,1,0,0,0
20050,1004,雷光守护,20050,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,海伍德受到雷光之力守护，自身防御力得到了大幅提升。,ziranzhili,1,0,0,0
20051,1004,毒性强化,20051,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,所有被斐迪南的毒剂瓶击中的目标都将受到持续的毒素伤害。,shengminglizan,1,0,0,0
20052,1004,高倍老花镜,20052,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,斐迪南的高倍老花镜大大提升了他的命中能力。,jingzhun,1,0,0,0
20053,1004,水之幻体,20053,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,阿诺德的身体完全由海水构成，从而使其拥有了杰出的闪避能力。,jinglingxuanwu,1,0,0,0
20054,1004,水汽操控者,20054,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,阿诺德能够操控周围的水汽，使其周围所有的敌人陷入迟滞，移动速度大幅下降。,jiujingcuihua,1,0,0,0
25001,1004,矮人近卫军,25001,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,提升全体参战战魂30%攻击力。,airenjinweijun,1,0,0,0
25002,1004,相依为命,25002,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,每秒为主角回复1%生命值。,xiangyiweiming,1,0,0,0
25003,1004,光之后裔,25003,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,主角及所有参战战魂的防御力提升10%,guangzhihouyi,1,0,0,0
25004,1004,流浪者之心,25004,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,提升所有参战战魂10%攻击力。,liulangzhezhixin,1,0,0,0
