ID,ShowName,Name,Class,SubClass,Character,Expend,Quility,Level,Value,BindType,Count,MaxNum,ExistTime,NeedJob,NeedLevel,NeedSex,SetID,AttSpeed,Str,Int,Dex,Sta,Fai,MaxHP,MaxSP,HPtick,SPtick,AtkDmgMin,AtkDmgMax,Def,Pierce,Hit,Dodge,Cri,Flex,CriDmg,CriDmgDef,IceAtt,FireAtt,PoisonAtt,ThunderAtt,IceDef,FireDef,PoisonDef,ThunderDef,AttSpeedModPer,MoveSpeedModPer,Up1,Up2,Up3,EffectID1,EffectID2,EffectID3,RandomMin,RandomMax,Hole[0],Hole[1],Hole[2],UpMin,UpMax,CanUse,UseNum,CoolDownTime,SetTime,UseCondition,Effect,IconPath,Filename,FilenameW,FilePart,Description,SoundMat,IntExtra1,IntExtra2,IntExtra3,IntExtra4,StringExtra1,StringExtra2,StringExtra3,StringExtra4
60107,牧师展示-之戒,牧师展示-戒指,2,0,6,0,2,1,1,0,0,1,0,1024,1,0,,,,,12,,,,,,,14,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r_201,,,,,,,,,,,,Dex,
60108,牧师展示-之耳环,牧师展示-饰品,2,1,7,0,2,1,1,0,0,1,0,1024,1,0,,,,20,,,,,,,,18,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o_201,,,,,,,,,,,,Int,
60109,牧师展示-之项链,牧师展示-项链,2,2,8,0,2,1,1,0,0,1,0,1024,1,0,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n_201,,,,,,,,,,,,Fai,
80000,森林守护之弩,游侠出生武器-弓,0,2,0,0,2,1,1,0,0,1,0,128,1,0,,238,68,,,,,,,,,10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z_s_201,Model/Weapons/crossbow/$crossbow_010lv_01_o01/crossbow_010lv_01_o01.fbx,,crossbow_010lv_01_o01,,,,,,,,,Str,
80001,森林守护护盾,战士出生武器-盾（游侠出生无）,0,4,9,0,2,1,1,0,0,1,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z_g_201,,,,,,,,,,,,,
80002,森林守护法帽,游侠出生帽子,1,0,1,0,2,1,1,0,0,1,0,128,1,0,,,,,,,,1012,,,5,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z_f_201,Model/Mdl_mainChar_0/$light_010lv_01_o01_hero/light_010lv_01_o01_hero.fbx,,face,,,,,,,,,MaxHP,
80003,森林守护法袍,游侠出生上衣,1,1,2,0,2,1,1,0,0,1,0,128,1,0,,,,,,,,1139,,10,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z_u_201,Model/Mdl_mainChar_0/$light_010lv_01_o01_hero/light_010lv_01_o01_hero.fbx,,upper,,,,,,,,,MaxHP,
80004,森林守护手套,游侠出生手套,1,2,3,0,2,1,1,0,0,1,0,128,1,0,,,,,,,,1264,,,6,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z_h_201,Model/Mdl_mainChar_0/$light_010lv_01_o01_hero/light_010lv_01_o01_hero.fbx,,hands,,,,,,,,,MaxHP,
80005,森林守护裤装,游侠出生下装,1,3,4,0,2,1,1,0,0,1,0,128,1,0,,,,,,,,1378,,8,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z_d_201,Model/Mdl_mainChar_0/$light_010lv_01_o01_hero/light_010lv_01_o01_hero.fbx,,lower,,,,,,,,,MaxHP,
80006,森林守护披风,游侠出生披风,1,4,5,0,2,1,1,0,0,1,0,128,1,0,,,,,,,,1499,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z_c_201,Model/Mdl_mainChar_0/$light_010lv_01_o01_hero/light_010lv_01_o01_hero.fbx,,,赋予穿着者极地魔导的能力，此披风蕴含着极地魔导的意志，穿上可获得大量生命的增强,,,,,,,,MaxHP,
80007,森林守护之戒,游侠出生戒指,2,0,6,0,2,1,1,0,0,1,0,128,1,0,,,,,12,,,,,,,14,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r_201,,,,,,,,,,,,Dex,
80008,森林守护之耳环,游侠出生饰品,2,1,7,0,2,1,1,0,0,1,0,128,1,0,,,,20,,,,,,,,18,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o_201,,,,,,,,,,,,Int,
80009,森林守护之项链,游侠出生项链,2,2,8,0,2,1,1,0,0,1,0,128,1,0,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n_201,,,,,,,,,,,,Fai,
80100,游侠展示-之弩,游侠展示-武器-弓,0,2,0,0,2,1,1,0,0,1,0,128,1,0,,238,68,,,,,,,,,10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z_s_201,Model/Weapons/crossbow/$crossbow_060lv_01_o01/crossbow_060lv_01_o01.fbx,,crossbow_060lv_01_o01,,,,,,,,,Str,
80101,游侠展示-护盾,战士出生武器-盾（游侠展示-无）,0,4,9,0,2,1,1,0,0,1,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z_g_201,,,,,,,,,,,,,
80102,游侠展示-法帽,游侠展示-帽子,1,0,1,0,2,1,1,0,0,1,0,128,1,0,,,,,,,,1012,,,5,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z_f_201,Model/Mdl_mainChar_0/$light_060lv_01_o01_hero/light_060lv_01_o01_hero.fbx,,face,,,,,,,,,MaxHP,
80103,游侠展示-法袍,游侠展示-上衣,1,1,2,0,2,1,1,0,0,1,0,128,1,0,,,,,,,,1139,,10,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z_u_201,Model/Mdl_mainChar_0/$light_060lv_01_o01_hero/light_060lv_01_o01_hero.fbx,,upper,,,,,,,,,MaxHP,
80104,游侠展示-手套,游侠展示-手套,1,2,3,0,2,1,1,0,0,1,0,128,1,0,,,,,,,,1264,,,6,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z_h_201,Model/Mdl_mainChar_0/$light_060lv_01_o01_hero/light_060lv_01_o01_hero.fbx,,hands,,,,,,,,,MaxHP,
80105,游侠展示-裤装,游侠展示-下装,1,3,4,0,2,1,1,0,0,1,0,128,1,0,,,,,,,,1378,,8,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z_d_201,Model/Mdl_mainChar_0/$light_060lv_01_o01_hero/light_060lv_01_o01_hero.fbx,,lower,,,,,,,,,MaxHP,
80106,游侠展示-披风,游侠展示-披风,1,4,5,0,2,1,1,0,0,1,0,128,1,0,,,,,,,,1499,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z_c_201,Model/Mdl_mainChar_0/$light_060lv_01_o01_hero/light_060lv_01_o01_hero.fbx,,,赋予穿着者极地魔导的能力，此披风蕴含着极地魔导的意志，穿上可获得大量生命的增强,,,,,,,,MaxHP,
80107,游侠展示-之戒,游侠展示-戒指,2,0,6,0,2,1,1,0,0,1,0,128,1,0,,,,,12,,,,,,,14,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r_201,,,,,,,,,,,,Dex,
80108,游侠展示-之耳环,游侠展示-饰品,2,1,7,0,2,1,1,0,0,1,0,128,1,0,,,,20,,,,,,,,18,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o_201,,,,,,,,,,,,Int,
80109,游侠展示-之项链,游侠展示-项链,2,2,8,0,2,1,1,0,0,1,0,128,1,0,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n_201,,,,,,,,,,,,Fai,
