effectID,byEffectType,byEffectExplain,dwOperationID,dwOperationData,dwOperationData1,dwPeriodicData,dwEXData,职业,备注
547,6,76,0,0,1000,0,1,牧师,攻击睡眠中的敌人伤害提高
548,6,76,0,0,2000,0,1,牧师,攻击睡眠中的敌人伤害提高
549,6,76,0,0,3000,0,1,牧师,攻击睡眠中的敌人伤害提高
550,6,76,0,0,4000,0,1,牧师,攻击睡眠中的敌人伤害提高
551,8,13,0,0,10000,1,41,牧师,审判加血的效果提升
552,8,13,0,0,20000,1,41,牧师,审判加血的效果提升
553,8,13,0,0,30000,1,41,牧师,审判加血的效果提升
554,10,2,0,0,500,1,9,游侠,齐射的暴击几率提高2.5%
555,10,2,0,0,1000,1,9,游侠,齐射的暴击几率提高5%
556,10,2,0,0,1500,1,9,游侠,齐射的暴击几率提高7.5%
557,10,2,0,0,2000,1,9,游侠,齐射的暴击几率提高10%
558,8,6,0,0,1,1,41,牧师,审判能影响的目标数量增加1个
559,8,6,0,0,2,1,41,牧师,审判能影响的目标数量增加2个
560,8,6,0,0,3,1,41,牧师,审判能影响的目标数量增加3个
561,8,6,0,0,5,1,41,牧师,审判能影响的目标数量增加5个
562,8,13,0,0,250,1,1,战士,战士基础攻击造成的伤害提高2.5%
563,8,13,0,0,500,1,1,战士,战士基础攻击造成的伤害提高5%
564,8,13,0,0,750,1,1,战士,战士基础攻击造成的伤害提高7.5%
565,8,13,0,0,1000,1,1,战士,战士基础攻击造成的伤害提高10%
566,8,13,0,0,250,1,2,战士,战士基础攻击造成的伤害提高2.5%
567,8,13,0,0,500,1,2,战士,战士基础攻击造成的伤害提高5%
568,8,13,0,0,750,1,2,战士,战士基础攻击造成的伤害提高7.5%
569,8,13,0,0,1000,1,2,战士,战士基础攻击造成的伤害提高10%
570,8,13,0,0,250,1,3,战士,战士基础攻击造成的伤害提高2.5%
571,8,13,0,0,500,1,3,战士,战士基础攻击造成的伤害提高5%
572,8,13,0,0,750,1,3,战士,战士基础攻击造成的伤害提高7.5%
573,8,13,0,0,1000,1,3,战士,战士基础攻击造成的伤害提高10%
10001,6,11,0,1,500,0,0,通用,防御力提高5%
10002,6,11,0,1,1000,0,0,通用,防御力提高10%
10003,6,11,0,1,1500,0,0,通用,防御力提高15%
10004,6,11,0,1,2000,0,0,通用,防御力提高20%
10005,1,0,1,1009,0,0,0,通用,废除
10006,1,0,1,1010,0,0,0,通用,废除
10007,1,0,1,1011,0,0,0,通用,废除
10008,1,0,1,1012,0,0,0,通用,废除
10009,6,37,1,1,1000,0,0,通用,移动速度下降10%
10010,6,37,1,1,2000,0,0,通用,移动速度下降20%
10011,6,37,1,1,3000,0,0,通用,移动速度下降30%
10012,6,37,1,1,4000,0,0,通用,移动速度下降40%
10013,6,69,0,0,300,0,0,通用,造成的伤害提高3%
10014,6,69,0,0,600,0,0,通用,造成的伤害提高6%
10015,6,69,0,0,900,0,0,通用,造成的伤害提高9%
10016,6,69,0,0,1200,0,0,通用,造成的伤害提高12%
10017,6,78,0,0,250,0,0,通用,受到的伤害提高2.5%
10018,6,78,0,0,500,0,0,通用,受到的伤害提高5%
10019,6,78,0,0,750,0,0,通用,受到的伤害提高7.5%
10020,6,78,0,0,1000,0,0,通用,受到的伤害提高10%
10021,1,0,2,2,0,0,1,通用,在buff开始时附加昏迷效果
10022,6,5,0,1,500,0,0,通用,生命上限提高5%
10023,6,5,0,1,2000,0,0,通用,生命上限提高20%
10024,6,34,0,0,300,0,0,通用,暴击率提高3%
10025,6,34,0,0,1000,0,0,通用,暴击率提高10%
10026,6,29,1,1,3000,0,0,通用,攻击速度下降30%
10027,1,0,2,0,0,0,1,通用,在buff开始时附加束缚效果
10028,1,0,2,3,0,0,1,通用,在buff开始时附加无法攻击效果
10029,2,0,7,1,0,0,0,通用,火球术附加的燃烧buff伤害
10030,1,0,2,4,0,0,1,通用,在buff开始时附加无敌状态
10031,6,29,0,0,500,0,0,通用,攻击速度提高5%
10032,6,29,0,0,1000,0,0,通用,攻击速度提高10%
10033,6,29,0,0,1500,0,0,通用,攻击速度提高15%
10034,6,29,0,0,2000,0,0,通用,攻击速度提高20%
10035,6,37,0,1,1000,0,0,通用,移动速度提高10%
10036,6,37,0,1,2000,0,0,通用,移动速度提高20%
10037,6,37,0,1,3000,0,0,通用,移动速度提高30%
10038,6,37,0,1,4000,0,0,通用,移动速度提高40%
10039,2,0,7,2,0,0,0,通用,牧师刻印附加的雷电伤害
10040,1,0,2,1,0,0,1,通用,在buff开始时附加睡眠效果
10041,6,11,1,1,1000,0,0,通用,防御力降低10%
10042,6,11,1,1,1250,0,0,通用,防御力降低12.5%
10043,6,11,1,1,1500,0,0,通用,防御力降低15%
10044,6,11,1,1,1750,0,0,通用,防御力降低17.5%
10045,6,11,1,1,2000,0,0,通用,防御力降低20%
10046,1,0,7,3,0,0,0,通用,非boss敌人刻印爆炸
10047,1,0,7,4,0,0,0,通用,boss敌人刻印爆炸
10049,1,0,18,1044,0,0,0,通用,驱散刻印
10050,6,33,0,0,20000,0,0,通用,闪避率提高200%
10051,6,78,1,0,3000,0,0,通用,受到的伤害下降
10052,6,78,1,0,500,0,0,通用,受到的伤害下降
10053,2,0,7,6,0,0,0,通用,矮人神射手灼烧调用buffaction
10054,6,69,1,0,250,0,0,通用,造成的伤害下降2.5%
10055,6,69,1,0,500,0,0,通用,造成的伤害下降5%
10056,6,69,1,0,750,0,0,通用,造成的伤害下降7.5%
10057,6,69,1,0,1000,0,0,通用,造成的伤害下降10%
10058,6,78,1,0,1000,0,0,通用,受到的伤害下降
10059,6,78,1,0,1500,0,0,通用,受到的伤害下降
10060,6,78,1,0,2000,0,0,通用,受到的伤害下降
10061,6,33,0,0,300,0,0,通用,闪避率提高3%
10062,6,33,0,0,600,0,0,通用,闪避率提高6%
10063,6,33,0,0,900,0,0,通用,闪避率提高9%
10064,6,33,0,0,1500,0,0,通用,闪避率提高15%
10065,6,11,1,1,250,0,0,通用,防御力降低2.5%
10066,6,11,1,1,500,0,0,通用,防御力降低5%
10067,6,11,1,1,750,0,0,通用,防御力降低7.5%
10068,6,11,1,1,1000,0,0,通用,防御力降低10%
10069,6,34,0,0,500,0,0,通用,暴击率提高5%
10070,6,34,0,0,1000,0,0,通用,暴击率提高10%
10071,6,34,0,0,1500,0,0,通用,暴击率提高15%
10072,6,34,0,0,2000,0,0,通用,暴击率提高20%
10073,6,37,1,1,1500,0,0,通用,移动速度下降15%
10074,6,69,0,0,2000,0,0,通用,造成的伤害提高20%
10075,6,37,0,1,2000,0,0,通用,移动速度提高20%
10076,6,37,1,1,3000,0,0,通用,移动速度下降30%
10077,6,78,1,0,800,0,0,通用,受到的伤害下降
10078,6,18,0,1,800,0,0,圣光主祭光环,冰抗性提高8%
10079,6,17,0,1,800,0,0,圣光主祭光环,火抗性提高8%
10080,6,18,0,1,800,0,0,圣光主祭光环,毒抗性提高8%
10081,6,17,0,1,800,0,0,圣光主祭光环,雷抗性提高8%
10082,6,37,1,1,2000,0,0,通用,移动速度下降20%
10083,2,0,7,7,0,0,0,暗影,暗影流血伤害
10085,6,33,0,0,2000,0,0,暗影,闪避率提高20%
10086,2,0,7,9,0,0,0,通用,中毒伤害
11086,6,33,0,0,30000,0,0,玛丽娜烟雾陷阱,闪避率提高300%
11001,6,9,0,1,10000,0,0,矮人狂战士,最小伤害提高100%
11002,6,10,0,1,10000,0,0,矮人狂战士,最大伤害提高100%
11003,6,34,0,0,1000,0,0,矮人狂战士,暴击率提高10%
11004,2,0,3,100,0,0,0,小花仙,周期性恢复生命值
11005,6,33,0,0,1000,0,0,小花仙,闪避率提高10%
11006,6,18,0,0,380,0,0,小艾丽娅,毒素抗性提高380点
11007,6,17,0,0,840,0,0,小艾丽娅,火焰抗性提高840点
11008,6,69,0,0,1000,0,0,酒桶,造成的伤害提高10%
11009,2,0,1,2006,0,0,0,酒桶,减速30%光环
11010,2,0,1,2007,0,0,0,圣光主祭,减伤8%光环
11011,2,0,1,2008,0,0,0,圣光主祭,元素抗性8%光环
11012,6,5,0,1,500,0,0,小黄,生命上限提高5%
11013,6,78,1,0,5000,0,0,小黄,受到的伤害下降
11014,6,32,0,0,1000,0,0,矮人神射手,命中提高10%。
11015,6,34,0,0,1500,0,0,矮人神射手,暴击率提高15%
11016,2,0,47,100,0,0,0,圣火妖姬,周期性减血
11017,6,9,0,1,500,0,0,狮心勇士,最小伤害提高5%
11018,6,10,0,1,500,0,0,狮心勇士,最大伤害提高5%
11019,6,11,0,1,500,0,0,狮心勇士,防御力提高5%
11020,6,20,0,0,100,0,0,狮心勇士,穿透点数提高100点
11021,6,12,0,1,300,0,0,流浪法师,冰攻击提高3%
11022,6,13,0,1,300,0,0,流浪法师,火攻击提高3%
11023,6,14,0,1,300,0,0,流浪法师,毒攻击提高3%
11024,6,15,0,1,300,0,0,流浪法师,雷攻击提高3%
11025,2,0,1,2005,0,0,0,玄冰法师,减速15%光环
11026,2,0,3,100,0,0,0,玲珑法师,生命恢复光环
11027,6,78,1,0,5000,0,0,玲珑法师,受到的伤害下降
11028,6,16,0,0,250,0,0,矮人铁锤,冰抗性提高250点
11029,6,17,0,0,250,0,0,矮人铁锤,火抗性提高250点
11030,6,18,0,0,250,0,0,矮人铁锤,毒抗性提高250点
11031,6,19,0,0,250,0,0,矮人铁锤,雷抗性提高250点
11032,6,11,0,1,5000,0,0,艾尔蕾雅,防御力提高50%
11033,6,11,0,1,2000,0,0,矮人铁锤,防御力提高20%
11034,2,0,7,5,0,0,0,小花仙,小花仙大藤蔓术伤害
11035,6,9,0,1,1000,0,0,中级侍卫,最小伤害提高10%
11036,6,10,0,1,1000,0,0,中级侍卫,最大伤害提高10%
11037,6,11,0,1,1000,0,0,中级侍卫,防御力提高10%
11038,6,32,0,0,1000,0,0,玛丽娜,命中提高10%。
11039,6,9,0,1,2000,0,0,暗影,最小伤害提高20%
11040,6,10,0,1,2000,0,0,暗影,最大伤害提高20%
11041,6,9,0,1,1000,0,0,玛丽娜,最小伤害提高10%
11042,6,10,0,1,1000,0,0,玛丽娜,最大伤害提高10%
11043,2,0,3,500,0,0,0,米勒大叔,治愈之球光环
11044,2,0,1,2015,0,0,0,米勒大叔,治愈之球伤害光环
11045,1,0,7,8,0,0,0,米勒大叔,治愈之球伤害
11046,6,11,0,1,1000,0,0,米勒大叔,防御力提高10%
11047,6,16,0,0,100,0,0,米勒大叔,冰抗性提高100点
11048,6,17,0,0,100,0,0,米勒大叔,火抗性提高100点
11049,6,18,0,0,100,0,0,米勒大叔,毒抗性提高100点
11050,6,19,0,0,100,0,0,米勒大叔,雷抗性提高100点
11051,2,0,1,2017,0,0,0,米勒大叔,减伤8%光环
11052,6,37,0,1,1000,0,0,米勒大叔,移动速度提高10%
11053,6,69,0,0,1000,0,0,秀逗魔法师,造成的伤害提高10%
11054,6,9,0,1,800,0,0,佩恩,最小伤害提高8%
11055,6,10,0,1,800,0,0,佩恩,最大伤害提高8%
11056,6,11,0,1,800,0,0,佩恩,防御力提高8%
11057,6,16,0,0,200,0,0,佩恩,冰抗性提高200点
11058,6,17,0,0,200,0,0,佩恩,火抗性提高200点
11059,6,18,0,0,200,0,0,佩恩,毒抗性提高200点
11060,6,19,0,0,200,0,0,佩恩,雷抗性提高200点
12001,6,5,0,1,500,0,0,组合1,生命上限提高5%
12002,6,5,0,1,800,0,0,组合2,生命上限提高8%
12003,6,5,0,1,1000,0,0,组合3,生命上限提高10%
12004,6,9,0,1,500,0,0,组合4,最小伤害提高5%
12005,6,10,0,1,500,0,0,组合4,最大伤害提高5%
12006,6,9,0,1,800,0,0,组合5,最小伤害提高8%
12007,6,10,0,1,800,0,0,组合5,最大伤害提高8%
12008,6,9,0,1,1000,0,0,组合6,最小伤害提高10%
12009,6,10,0,1,1000,0,0,组合6,最大伤害提高10%
12010,6,11,0,1,500,0,0,组合7,防御力提高5%
12011,6,11,0,1,800,0,0,组合8,防御力提高8%
12012,6,11,0,1,1000,0,0,组合9,防御力提高10%
12013,6,32,0,0,500,0,0,组合10,命中提高5%。
12014,6,32,0,0,800,0,0,组合11,命中提高8%。
12015,6,16,0,1,1000,0,0,矮人铁锤,冰抗性提高10%
12016,6,17,0,1,1000,0,0,矮人铁锤,火抗性提高10%
12017,6,19,0,1,1000,0,0,矮人铁锤,雷抗性提高10%
12018,6,32,0,0,1000,0,0,组合12,命中提高10%。
12019,6,33,0,0,500,0,0,组合13,闪避率提高5%
12020,6,33,0,0,800,0,0,组合14,闪避率提高8%
12021,6,33,0,0,1000,0,0,组合15,闪避率提高10
12022,6,34,0,0,500,0,0,组合16,暴击率提高5%
12023,6,34,0,0,800,0,0,组合17,暴击率提高8%
12024,6,34,0,0,1000,0,0,组合18,暴击率提高10%
12025,6,35,0,0,500,0,0,组合19,韧性提高5%
12026,6,35,0,0,800,0,0,组合20,韧性提高8%
12027,6,35,0,0,1000,0,0,组合21,韧性提高10%
12028,6,31,0,0,500,0,0,组合22,穿透提高5%
12029,6,31,0,0,800,0,0,组合23,穿透提高8%
12030,6,31,0,0,1000,0,0,组合24,穿透提高10%
12031,6,25,0,0,500,0,0,组合25,暴击伤害提高5%
12032,6,25,0,0,800,0,0,组合26,暴击伤害提高8%
12033,6,25,0,0,1000,0,0,组合27,暴击伤害提高10%
12034,6,26,0,0,500,0,0,组合28,暴击防御提高5%
12035,6,26,0,0,800,0,0,组合29,暴击防御提高8%
12036,6,26,0,0,1000,0,0,组合30,暴击防御提高10%
12037,6,16,0,1,500,0,0,组合31,冰抗性提高5%
12038,6,17,0,1,500,0,0,组合31,火抗性提高5%
12039,6,18,0,1,500,0,0,组合31,毒抗性提高5%
12040,6,19,0,1,500,0,0,组合31,雷抗性提高5%
12041,6,16,0,1,800,0,0,组合31,冰抗性提高8%
12042,6,17,0,1,800,0,0,组合31,火抗性提高8%
12043,6,18,0,1,800,0,0,组合31,毒抗性提高8%
12044,6,19,0,1,800,0,0,组合31,雷抗性提高8%
12045,6,16,0,1,1000,0,0,组合31,冰抗性提高10%
12046,6,17,0,1,1000,0,0,组合31,火抗性提高10%
12047,6,18,0,1,1000,0,0,组合31,毒抗性提高10%
12048,6,19,0,1,1000,0,0,组合31,雷抗性提高10%
15031,6,3,0,1,160,0,0,通用,体力提高1.6%。
15032,6,3,0,1,320,0,0,通用,体力提高3.2%。
15033,6,3,0,1,480,0,0,通用,体力提高4.8%。
15034,6,3,0,1,640,0,0,通用,体力提高6.4%。
15035,6,3,0,1,800,0,0,通用,体力提高8.0%。
15036,6,3,0,1,960,0,0,通用,体力提高9.6%。
15037,6,3,0,1,1120,0,0,通用,体力提高11.2%。
15038,6,3,0,1,1280,0,0,通用,体力提高12.8%。
15039,6,3,0,1,1440,0,0,通用,体力提高14.4%。
15040,6,3,0,1,1600,0,0,通用,体力提高16%。
15051,6,5,0,1,160,0,0,通用,生命上限提高1.6%。
15052,6,5,0,1,320,0,0,通用,生命上限提高3.2%。
15053,6,5,0,1,480,0,0,通用,生命上限提高4.8%。
15054,6,5,0,1,640,0,0,通用,生命上限提高6.4%。
15055,6,5,0,1,800,0,0,通用,生命上限提高8.0%。
15056,6,5,0,1,960,0,0,通用,生命上限提高9.6%。
15057,6,5,0,1,1120,0,0,通用,生命上限提高11.2%。
15058,6,5,0,1,1280,0,0,通用,生命上限提高12.8%。
15059,6,5,0,1,1440,0,0,通用,生命上限提高14.4%。
15060,6,5,0,1,1600,0,0,通用,生命上限提高16%。
15091,6,9,0,1,160,0,0,通用,生命上限提高1.6%。
15092,6,9,0,1,320,0,0,通用,生命上限提高3.2%。
15093,6,9,0,1,480,0,0,通用,生命上限提高4.8%。
15094,6,9,0,1,640,0,0,通用,生命上限提高6.4%。
15095,6,9,0,1,800,0,0,通用,生命上限提高8.0%。
15096,6,9,0,1,960,0,0,通用,生命上限提高9.6%。
15097,6,9,0,1,1120,0,0,通用,生命上限提高11.2%。
15098,6,9,0,1,1280,0,0,通用,生命上限提高12.8%。
15099,6,9,0,1,1440,0,0,通用,生命上限提高14.4%。
15100,6,9,0,1,1600,0,0,通用,生命上限提高16%。
15101,6,10,0,1,160,0,0,通用,最大攻击提高1.6%。
15102,6,10,0,1,320,0,0,通用,最大攻击提高3.2%。
15103,6,10,0,1,480,0,0,通用,最大攻击提高4.8%。
15104,6,10,0,1,640,0,0,通用,最大攻击提高6.4%。
15105,6,10,0,1,800,0,0,通用,最大攻击提高8.0%。
15106,6,10,0,1,960,0,0,通用,最大攻击提高9.6%。
15107,6,10,0,1,1120,0,0,通用,最大攻击提高11.2%。
15108,6,10,0,1,1280,0,0,通用,最大攻击提高12.8%。
15109,6,10,0,1,1440,0,0,通用,最大攻击提高14.4%。
15110,6,10,0,1,1600,0,0,通用,最大攻击提高16%。
15111,6,11,0,1,160,0,0,通用,防御提高1.6%。
15112,6,11,0,1,320,0,0,通用,防御提高3.2%。
15113,6,11,0,1,480,0,0,通用,防御提高4.8%。
15114,6,11,0,1,640,0,0,通用,防御提高6.4%。
15115,6,11,0,1,800,0,0,通用,防御提高8.0%。
15116,6,11,0,1,960,0,0,通用,防御提高9.6%。
15117,6,11,0,1,1120,0,0,通用,防御提高11.2%。
15118,6,11,0,1,1280,0,0,通用,防御提高12.8%。
15119,6,11,0,1,1440,0,0,通用,防御提高14.4%。
15120,6,11,0,1,1600,0,0,通用,防御提高16%。
15121,6,12,0,1,160,0,0,通用,寒气攻击提高1.6%。
15122,6,12,0,1,320,0,0,通用,寒气攻击提高3.2%。
15123,6,12,0,1,480,0,0,通用,寒气攻击提高4.8%。
15124,6,12,0,1,640,0,0,通用,寒气攻击提高6.4%。
15125,6,12,0,1,800,0,0,通用,寒气攻击提高8.0%。
15126,6,12,0,1,960,0,0,通用,寒气攻击提高9.6%。
15127,6,12,0,1,1120,0,0,通用,寒气攻击提高11.2%。
15128,6,12,0,1,1280,0,0,通用,寒气攻击提高12.8%。
15129,6,12,0,1,1440,0,0,通用,寒气攻击提高14.4%。
15130,6,12,0,1,1600,0,0,通用,寒气攻击提高16%。
15131,6,13,0,1,160,0,0,通用,火焰攻击提高1.6%。
15132,6,13,0,1,320,0,0,通用,火焰攻击提高3.2%。
15133,6,13,0,1,480,0,0,通用,火焰攻击提高4.8%。
15134,6,13,0,1,640,0,0,通用,火焰攻击提高6.4%。
15135,6,13,0,1,800,0,0,通用,火焰攻击提高8.0%。
15136,6,13,0,1,960,0,0,通用,火焰攻击提高9.6%。
15137,6,13,0,1,1120,0,0,通用,火焰攻击提高11.2%。
15138,6,13,0,1,1280,0,0,通用,火焰攻击提高12.8%。
15139,6,13,0,1,1440,0,0,通用,火焰攻击提高14.4%。
15140,6,13,0,1,1600,0,0,通用,火焰攻击提高16%。
15141,6,14,0,1,160,0,0,通用,毒素攻击提高1.6%。
15142,6,14,0,1,320,0,0,通用,毒素攻击提高3.2%。
15143,6,14,0,1,480,0,0,通用,毒素攻击提高4.8%。
15144,6,14,0,1,640,0,0,通用,毒素攻击提高6.4%。
15145,6,14,0,1,800,0,0,通用,毒素攻击提高8.0%。
15146,6,14,0,1,960,0,0,通用,毒素攻击提高9.6%。
15147,6,14,0,1,1120,0,0,通用,毒素攻击提高11.2%。
15148,6,14,0,1,1280,0,0,通用,毒素攻击提高12.8%。
15149,6,14,0,1,1440,0,0,通用,毒素攻击提高14.4%。
15150,6,14,0,1,1600,0,0,通用,毒素攻击提高16%。
15151,6,15,0,1,160,0,0,通用,雷电攻击提高1.6%。
15152,6,15,0,1,320,0,0,通用,雷电攻击提高3.2%。
15153,6,15,0,1,480,0,0,通用,雷电攻击提高4.8%。
15154,6,15,0,1,640,0,0,通用,雷电攻击提高6.4%。
15155,6,15,0,1,800,0,0,通用,雷电攻击提高8.0%。
15156,6,15,0,1,960,0,0,通用,雷电攻击提高9.6%。
15157,6,15,0,1,1120,0,0,通用,雷电攻击提高11.2%。
15158,6,15,0,1,1280,0,0,通用,雷电攻击提高12.8%。
15159,6,15,0,1,1440,0,0,通用,雷电攻击提高14.4%。
15160,6,15,0,1,1600,0,0,通用,雷电攻击提高16%。
15161,6,16,0,1,160,0,0,通用,寒气抵抗提高1.6%。
15162,6,16,0,1,320,0,0,通用,寒气抵抗提高3.2%。
15163,6,16,0,1,480,0,0,通用,寒气抵抗提高4.8%。
15164,6,16,0,1,640,0,0,通用,寒气抵抗提高6.4%。
15165,6,16,0,1,800,0,0,通用,寒气抵抗提高8.0%。
15166,6,16,0,1,960,0,0,通用,寒气抵抗提高9.6%。
15167,6,16,0,1,1120,0,0,通用,寒气抵抗提高11.2%。
15168,6,16,0,1,1280,0,0,通用,寒气抵抗提高12.8%。
15169,6,16,0,1,1440,0,0,通用,寒气抵抗提高14.4%。
15170,6,16,0,1,1600,0,0,通用,寒气抵抗提高16%。
15171,6,17,0,1,160,0,0,通用,火焰抵抗提高1.6%。
15172,6,17,0,1,320,0,0,通用,火焰抵抗提高3.2%。
15173,6,17,0,1,480,0,0,通用,火焰抵抗提高4.8%。
15174,6,17,0,1,640,0,0,通用,火焰抵抗提高6.4%。
15175,6,17,0,1,800,0,0,通用,火焰抵抗提高8.0%。
15176,6,17,0,1,960,0,0,通用,火焰抵抗提高9.6%。
15177,6,17,0,1,1120,0,0,通用,火焰抵抗提高11.2%。
15178,6,17,0,1,1280,0,0,通用,火焰抵抗提高12.8%。
15179,6,17,0,1,1440,0,0,通用,火焰抵抗提高14.4%。
15180,6,17,0,1,1600,0,0,通用,火焰抵抗提高16%。
15181,6,18,0,1,160,0,0,通用,毒素抵抗提高1.6%。
15182,6,18,0,1,320,0,0,通用,毒素抵抗提高3.2%。
15183,6,18,0,1,480,0,0,通用,毒素抵抗提高4.8%。
15184,6,18,0,1,640,0,0,通用,毒素抵抗提高6.4%。
15185,6,18,0,1,800,0,0,通用,毒素抵抗提高8.0%。
15186,6,18,0,1,960,0,0,通用,毒素抵抗提高9.6%。
15187,6,18,0,1,1120,0,0,通用,毒素抵抗提高11.2%。
15188,6,18,0,1,1280,0,0,通用,毒素抵抗提高12.8%。
15189,6,18,0,1,1440,0,0,通用,毒素抵抗提高14.4%。
15190,6,18,0,1,1600,0,0,通用,毒素抵抗提高16%。
15191,6,19,0,1,160,0,0,通用,雷电抵抗提高1.6%。
15192,6,19,0,1,320,0,0,通用,雷电抵抗提高3.2%。
15193,6,19,0,1,480,0,0,通用,雷电抵抗提高4.8%。
15194,6,19,0,1,640,0,0,通用,雷电抵抗提高6.4%。
15195,6,19,0,1,800,0,0,通用,雷电抵抗提高8.0%。
15196,6,19,0,1,960,0,0,通用,雷电抵抗提高9.6%。
15197,6,19,0,1,1120,0,0,通用,雷电抵抗提高11.2%。
15198,6,19,0,1,1280,0,0,通用,雷电抵抗提高12.8%。
15199,6,19,0,1,1440,0,0,通用,雷电抵抗提高14.4%。
15200,6,19,0,1,1600,0,0,通用,雷电抵抗提高16%。
15201,6,31,0,0,160,0,0,通用,穿透提高1.6%。
15202,6,31,0,0,320,0,0,通用,穿透提高3.2%。
15203,6,31,0,0,480,0,0,通用,穿透提高4.8%。
15204,6,31,0,0,640,0,0,通用,穿透提高6.4%。
15205,6,31,0,0,800,0,0,通用,穿透提高8.0%。
15206,6,31,0,0,960,0,0,通用,穿透提高9.6%。
15207,6,31,0,0,1120,0,0,通用,穿透提高11.2%。
15208,6,31,0,0,1280,0,0,通用,穿透提高12.8%。
15209,6,31,0,0,1440,0,0,通用,穿透提高14.4%。
15210,6,31,0,0,1600,0,0,通用,穿透提高16%。
15211,6,21,0,1,160,0,0,通用,命中提高1.6%。
15212,6,21,0,1,320,0,0,通用,命中提高3.2%。
15213,6,21,0,1,480,0,0,通用,命中提高4.8%。
15214,6,21,0,1,640,0,0,通用,命中提高6.4%。
15215,6,21,0,1,800,0,0,通用,命中提高8.0%。
15216,6,21,0,1,960,0,0,通用,命中提高9.6%。
15217,6,21,0,1,1120,0,0,通用,命中提高11.2%。
15218,6,21,0,1,1280,0,0,通用,命中提高12.8%。
15219,6,21,0,1,1440,0,0,通用,命中提高14.4%。
15220,6,21,0,1,1600,0,0,通用,命中提高16%。
15221,6,22,0,1,160,0,0,通用,闪避提高1.6%。
15222,6,22,0,1,320,0,0,通用,闪避提高3.2%。
15223,6,22,0,1,480,0,0,通用,闪避提高4.8%。
15224,6,22,0,1,640,0,0,通用,闪避提高6.4%。
15225,6,22,0,1,800,0,0,通用,闪避提高8.0%。
15226,6,22,0,1,960,0,0,通用,闪避提高9.6%。
15227,6,22,0,1,1120,0,0,通用,闪避提高11.2%。
15228,6,22,0,1,1280,0,0,通用,闪避提高12.8%。
15229,6,22,0,1,1440,0,0,通用,闪避提高14.4%。
15230,6,22,0,1,1600,0,0,通用,闪避提高16%。
15231,6,23,0,1,160,0,0,通用,暴击提高1.6%。
15232,6,23,0,1,320,0,0,通用,暴击提高3.2%。
15233,6,23,0,1,480,0,0,通用,暴击提高4.8%。
15234,6,23,0,1,640,0,0,通用,暴击提高6.4%。
15235,6,23,0,1,800,0,0,通用,暴击提高8.0%。
15236,6,23,0,1,960,0,0,通用,暴击提高9.6%。
15237,6,23,0,1,1120,0,0,通用,暴击提高11.2%。
15238,6,23,0,1,1280,0,0,通用,暴击提高12.8%。
15239,6,23,0,1,1440,0,0,通用,暴击提高14.4%。
15240,6,23,0,1,1600,0,0,通用,暴击提高16%。
15241,6,24,0,1,160,0,0,通用,韧性提高1.6%。
15242,6,24,0,1,320,0,0,通用,韧性提高3.2%。
15243,6,24,0,1,480,0,0,通用,韧性提高4.8%。
15244,6,24,0,1,640,0,0,通用,韧性提高6.4%。
15245,6,24,0,1,800,0,0,通用,韧性提高8.0%。
15246,6,24,0,1,960,0,0,通用,韧性提高9.6%。
15247,6,24,0,1,1120,0,0,通用,韧性提高11.2%。
15248,6,24,0,1,1280,0,0,通用,韧性提高12.8%。
15249,6,24,0,1,1440,0,0,通用,韧性提高14.4%。
15250,6,24,0,1,1600,0,0,通用,韧性提高16%。
15251,6,25,0,1,160,0,0,通用,暴击伤害提高1.6%。
15252,6,25,0,1,320,0,0,通用,暴击伤害提高3.2%。
15253,6,25,0,1,480,0,0,通用,暴击伤害提高4.8%。
15254,6,25,0,1,640,0,0,通用,暴击伤害提高6.4%。
15255,6,25,0,1,800,0,0,通用,暴击伤害提高8.0%。
15256,6,25,0,1,960,0,0,通用,暴击伤害提高9.6%。
15257,6,25,0,1,1120,0,0,通用,暴击伤害提高11.2%。
15258,6,25,0,1,1280,0,0,通用,暴击伤害提高12.8%。
15259,6,25,0,1,1440,0,0,通用,暴击伤害提高14.4%。
15260,6,25,0,1,1600,0,0,通用,暴击伤害提高16%。
15261,6,26,0,1,160,0,0,通用,暴击防御提高1.6%。
15262,6,26,0,1,320,0,0,通用,暴击防御提高3.2%。
15263,6,26,0,1,480,0,0,通用,暴击防御提高4.8%。
15264,6,26,0,1,640,0,0,通用,暴击防御提高6.4%。
15265,6,26,0,1,800,0,0,通用,暴击防御提高8.0%。
15266,6,26,0,1,960,0,0,通用,暴击防御提高9.6%。
15267,6,26,0,1,1120,0,0,通用,暴击防御提高11.2%。
15268,6,26,0,1,1280,0,0,通用,暴击防御提高12.8%。
15269,6,26,0,1,1440,0,0,通用,暴击防御提高14.4%。
15270,6,26,0,1,1600,0,0,通用,暴击防御提高16%。
15301,6,30,0,1,160,0,0,通用,移动加速提高1.6%。
15302,6,30,0,1,320,0,0,通用,移动加速提高3.2%。
15303,6,30,0,1,480,0,0,通用,移动加速提高4.8%。
15304,6,30,0,1,640,0,0,通用,移动加速提高6.4%。
15305,6,30,0,1,800,0,0,通用,移动加速提高8.0%。
15306,6,30,0,1,960,0,0,通用,移动加速提高9.6%。
15307,6,30,0,1,1120,0,0,通用,移动加速提高11.2%。
15308,6,30,0,1,1280,0,0,通用,移动加速提高12.8%。
