dwTemplateID,strName,byShape,byDamegePro,byJob,dwCostSP,dwIgnoreAction,byTargetType,dwHitPer,dwCriticalPer,dwCriticalDmgPer,wAoeAimNum,nAoeArea,byAoeCenterType,nAoeCenterData,byAoeAreaType,nAoeAreaData,byIgnoreDef,dwIgnoreDefendAmount,dwDamagePer,naMoreDamagePer[MONSTER_BODY_TYPE_max],bySkillEffect,dwDirectDmgMin,dwDirectDmgMax,dwDmg[10],dwAtkPowerPer[10],sSkillEffectSelf[8],sSkillEffect[8],sSkillEffectHitPoint[8],Description,icon,ParentID,hitPoint,EffectAnchor,EffectStartTime,EffectFile,EffectLifeTime,SkillTimerTrigger,SkillTimerInterval,MoveSpeed,MoveBeginTime,MoveEndTime,RotateBeginTime,RotateEndTime,shakeCamera,ShakeLevel,AudioConf,AudioStartTime,ClassName,CastDistance,SelfEffect,SelfEffectLife,ExplosionEffect,ExplosionEffectLife,HitEffect,HitEffectRotate,HitEffectLife,HitDummy,animation,AnimFadeTime,WeaponTrailLife,WeaponTrailDisappear,WeaponTrailLength,WeaponTrailDelay,Enable,CalcDamage,ZoomInStartTime,ZoomInEndTime,ZoomInLevel
1049,普攻-黑魔法师凯尔伯勒,0,0,0,0,0,5,0,0,0,20,3500,0,0,1,0,0,0,10000,0;0;0;0,0,0,0,0,10000,,1031,,发射滚地火球,,0,4300,,,,,0,0,0,0,0,0,0,0,0,,100;4000,sdBaseState,20000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Fire_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,0,0,0,0
1050,普攻-昆昆幼虫,0,0,0,0,0,5,0,0,0,20,2500,0,0,7,500,0,0,10000,0;0;0;0,0,0,0,0,10000,,,,前方普通攻击伤害,,0,4500,,,,,0,0,0,0,0,0,0,0,0,,100,sdBaseState,10000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Poison_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1051,普攻-铁螳螂,0,0,0,0,0,5,0,0,0,20,2000,0,0,5,45,0,0,10000,0;0;0;0,0,0,0,0,10000,,1046,,向前方发射3只毒球攻击,,0,5500,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$mon_desert_scythe_attack_a1.wav,100,sdBaseState,10000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Poison_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1052,普攻-卵巢（召唤幼虫）,0,0,0,0,0,5,0,0,0,20,2500,0,2000,1,0,0,0,10000,0;0;0;0,0,0,0,0,10000,,,,召唤小虫子,,0,8500,self,6500,Effect/MainChar/$Fx_caster_ovarian/Fx_caster_ovarian_skill01.prefab,2500,0,0,0,0,0,0,0,0,0,monster_sound/$beetle_ovarian_attack_a.wav,100,sdBaseState,20000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1053,普攻-毒虫,0,0,0,0,0,5,0,0,0,20,2000,0,0,1,0,0,0,10000,0;0;0;0,0,0,0,0,10000,,1048,,向前方吐出毒液攻击,,0,3500,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$mon_poison_beetle_attack_a1.wav,100,sdBaseState,10000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,0,0,0,0
1054,普攻-堕落守护者,0,0,0,0,0,5,0,0,0,20,2000,0,0,5,30,0,0,10000,0;0;0;0,0,0,0,0,10000,,,,前方普通攻击伤害,,0,3000,self,1,Effect/MainChar/$Fx_fallen_guardian/Fx_fallen_guardian_boss_skill02.prefab,1500,0,0,0,0,0,0,0,0,0,monster_sound/$fallen_guardian_skill_atk01.wav,100,sdBaseState,1500,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1055,普攻-守护者,0,0,0,0,0,5,0,0,0,20,2000,0,0,1,500,0,0,10000,0;0;0;0,0,0,0,0,10000,,,,前方普通攻击伤害,,0,5000,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$fanatic_skill_attack01.wav,100,sdBaseState,1500,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1056,普攻-豺狼人弩箭手（Boss）,0,0,0,0,0,5,0,0,0,20,1500,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,1009,,向前方发射3只火焰弩箭,,0,600,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$mon_gnoll_arbalester_attack_a.wav,100,sdBaseState,6000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,0,0,0,0
1057,普攻-豺狼人狙击手（Boss）,0,0,0,0,0,5,0,0,0,20,1500,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,1008,,向前方发射6只火焰弩箭,,0,600,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$mon_gnoll_arbalester_attack_a.wav,100,sdBaseState,6000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,0,0,0,0
1058,普攻-小妖精密探,0,0,0,0,0,5,0,0,0,20,1500,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,1045,,发出绿色毒液攻击目标,,0,6500,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$gremlin_normal_skill_attack01_1.wav,100,sdBaseState,10000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,0,0,0,0
1059,普攻-藤蔓花,0,0,0,0,0,5,0,0,0,20,1500,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,1042,,发出绿色光球攻击目标,,0,6500,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$ivy_flower_attack_1_b.wav,100,sdBaseState,10000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Poison_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,0,0,0,0
1060,普攻-地精炸弹技术者（Boss),0,0,0,0,0,5,0,0,0,20,1500,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,1003,,朝目标点投掷炸弹,,0,1750,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$mon_kobold_minion_attack_swish2.wav,100,sdBaseState,8000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Fire_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1061,普攻-地精警卫兵（Boss）,0,0,0,0,0,5,0,0,0,20,2500,0,0,5,45,0,0,10000,0;0;0;0,0,0,0,0,10000,,,,前方普通攻击伤害,,0,5800,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$mon_kobold_elite_attack_a.wav,100,sdBaseState,1500,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Fire_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1062,普攻-地精监视兵（Boss）,0,0,0,0,0,5,0,0,0,20,1500,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,1014,,地精监视兵发射3发投石,,0,7800,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$mon_gnoll_arbalester_attack_a.wav,100,sdBaseState,10000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Fire_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,0,0,0,0
1063,普攻-小蜥蜴王,0,0,0,0,0,5,0,0,0,20,2500,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,,,前方扇形普通攻击伤害,,0,5200,self,1,Effect/MainChar/$Fx_melee_kinglizard_little/Fx_melee_kinglizard_little_skill01.prefab,2000,0,0,0,0,0,0,0,0,0,monster_sound/$mon_spiny_king_lizard_attack_a1.wav,2500,sdBaseState,1500,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1064,普攻-毒幼虫,0,0,0,0,0,5,0,0,0,20,1500,0,0,7,500,0,0,10000,0;0;0;0,0,0,0,0,10000,,1074,,前方普通攻击伤害,,0,5000,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$mon_poison_beetle_attack_a1.wav,100,sdBaseState,1500,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1065,普攻-近战沙基安,0,0,0,0,0,5,0,0,0,20,2500,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,,,前方普通攻击伤害,,0,4500,self,1,Effect/MainChar/$Fx_melee_shakian_sword/Fx_melee_shakian_sword_skill01.prefab,1500,0,0,0,0,0,0,0,0,0,monster_sound/$mon_shakian_shield_attack_a1_sfx.wav,100,sdBaseState,1500,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1066,普攻-破灭之沙基安,0,0,0,0,0,5,0,0,0,20,1500,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,1016,,发出雷电攻击前方的目标,,0,6500,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$mon_shakian_magic_attack_a_voice.wav,100,sdBaseState,10000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,0,0,0,0
1067,普攻-昆昆（Boss）,0,0,0,0,0,5,0,0,0,20,10000,0,0,7,1500,0,0,10000,0;0;0;0,0,0,0,0;0;0;0,5000;5000;5000;5000,,1074,,前方范围持续aoe。,,0,6000;7000;8000;9000,self,1,Effect/MainChar/$Fx_poison_cave_boss_kunkun/Fx_poison_cave_boss_kunkun_skill01.prefab,5000,0,0,0,0,0,0,0,0,0,monster_sound/$KunKun_Larve_skill_attack01_1.wav,100,sdBaseState,8000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1068,普攻-女王沙漠蚂蚁,0,0,0,0,0,5,0,0,0,20,2000,0,0,1,0,0,0,10000,0;0;0;0,0,0,0,0,10000,,1040,,吐出毒镖攻击,,0,5100,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$mon_desert_ant_queen_attack.wav,100,sdBaseState,10000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,0,0,0,0
1069,普攻-小妖精守门人,0,0,0,0,0,5,0,0,0,20,1500,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0;0;0,0;0;0,,1013,,连续发射3次绿色光球,,0,3000;5000;7000,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$gremlin_normal_skill_attack01_1.wav,100,sdBaseState,6000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,0,0,0,0
1070,普攻-长矛沙基安,0,0,0,0,0,5,0,0,0,20,1500,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,1017,,向前方丢掷长矛,,0,4500,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$mon_shakian_spear_attack_a2_sfx.wav,100,sdBaseState,6000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,0,0,0,0
1071,普攻-修拉克,0,0,0,0,0,5,0,0,0,20,1500,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,1018,,朝目标点召唤落雷,,0,2000,,,,,0,0,0,0,0,0,0,0,0,,100,sdBaseState,8000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1072,普攻-守门人雷加斯（Boss）,0,0,0,0,0,5,0,0,0,20,4000,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,,,前方普通攻击伤害,,0,5200,,,,,0,0,0,0,0,0,0,0,0,,100,sdBaseState,2500,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1073,普攻-不屈之沙基安,0,0,0,0,0,5,0,0,0,20,1500,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,1016,,发出雷电攻击前方的目标,,0,6500,self,1,Effect/MainChar/$Fx_melee_shakian_sword/Fx_melee_shakian_sword_skill01.prefab,1500,0,0,0,0,0,0,0,0,0,monster_sound/$mon_shakian_magic_attack_a_voice.wav,100,sdBaseState,10000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,0,0,0,0
1074,普攻-沙漠蚂蚁,0,0,0,0,0,5,0,0,0,20,1200,0,0,5,45,0,0,10000,0;0;0;0,0,0,0,0,10000,,1074,,前方普通攻击伤害,,0,4500,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$mon_desert_ant_attack1.wav,100,sdBaseState,800,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1075,普攻-幼虫,0,0,0,0,0,5,0,0,0,20,1200,0,0,5,45,0,0,10000,0;0;0;0,0,0,0,0,10000,,1074,,前方普通攻击伤害,,0,5000,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$Nest_Worm_skill_attack01.wav,100,sdBaseState,800,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1076,普攻-秃鹰,0,0,0,0,0,5,0,0,0,20,2000,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,,,前方普通攻击伤害,,0,4500,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$Condor_attack01.wav,100,sdBaseState,1500,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1077,普攻-甲壳虫,0,0,0,0,0,5,0,0,0,20,3000,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,1044,,前方普通攻击伤害并击退,,0,5400,self,1,Effect/MainChar/$Fx_zealot_helmetbeetle/Fx_zealot_helmetbeetle_skill01.prefab,1500,0,0,20000,5000,5500,0,0,0,0,monster_sound/$mon_helmet_beetle_attack_a.wav,100,sdBaseState,2000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1078,普攻-地精监视兵,0,0,0,0,0,5,0,0,0,20,1500,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,1022,,地精监视兵发射投石,,0,2700,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$mon_gnoll_arbalester_attack_a.wav,100,sdBaseState,10000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,0,0,0,0
1079,普攻-幼虫小恶魔（boss),0,0,0,0,0,5,0,0,0,20,1500,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,1025,,发出绿色光球攻击目标,,0,5650,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$mon_imp_caterpillar_attack.wav,100,sdBaseState,10000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Poison_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,0,0,0,0
1080,普攻-女王拉巴蒂,0,0,0,0,0,5,0,0,0,20,7000,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0;0,7500;7500,,,,前方扇形连续普通攻击,,0,3000;6000,self,1,Effect/MainChar/$Fx_boss_shakian_queen/Fx_boss_shakian_queen_skill01.prefab,2500,0,0,0,0,0,0,0,0,0,monster_sound/$boss_shakian_queen_skill_attack01.wav,100,sdBaseState,4000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1081,普攻-巨爪巴布（boss）,0,0,0,0,0,5,0,0,0,20,3500,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0;0,7500;7500,,1074,,前方扇形连续攻击,,0,4000;6000,self,1,Effect/MainChar/$Fx_gremlin_ppappu/Fx_gremlin_ppappu_skill02.prefab,1500,0,0,0,0,0,0,0,0,0,monster_sound/$gremlin_ppappu_skill_01_2.wav,100,sdBaseState,2000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1082,普攻-古代岩蚁,0,0,0,0,0,5,0,0,0,20,2000,0,0,7,500,0,0,10000,0;0;0;0,0,0,0,0,2500;2500;2500;2500,,,,前方连续普通攻击伤害,,,3500;6000;7500;9000,,,,,0,0,0,0,0,0,0,0,0,,100,sdBaseState,1500,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1083,普攻-毒爆虫,0,0,0,0,0,5,0,0,0,20,1500,0,0,5,30,0,0,10000,0;0;0;0,0,0,0,0,10000,,1074,,前方普通攻击伤害,,0,5000,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$mon_poison_beetle_attack_a1.wav,100,sdBaseState,1000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Poison_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1084,普攻-女王沙漠蚂蚁（boss）,0,0,0,0,0,5,0,0,0,20,2000,0,0,1,0,0,0,10000,0;0;0;0,0,0,0,0,10000,,1041,,吐出毒镖攻击,,0,5100,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$mon_desert_ant_queen_attack.wav,100,sdBaseState,10000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,0,0,0,0
1085,普攻-藤蔓花（boss）,0,0,0,0,0,5,0,0,0,20,1500,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,1043,,发出3个绿色光球攻击目标,,0,6500,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$ivy_flower_attack_1_b.wav,100,sdBaseState,10000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Poison_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,0,0,0,0
1086,普攻-小妖精密探（boss）,0,0,0,0,0,5,0,0,0,20,2000,0,0,1,0,0,0,10000,0;0;0;0,0,0,0,0,10000,,1045,,吐出毒镖攻击,,0,6500,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$gremlin_normal_skill_attack01_1.wav,100,sdBaseState,10000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,0,0,0,0
1087,普攻-铁螳螂（boss）,0,0,0,0,0,5,0,0,0,20,2000,0,0,5,45,0,0,10000,0;0;0;0,0,0,0,0,10000,,1046,,向前方发射3只毒球攻击,,0,5500,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$mon_desert_scythe_attack_a1.wav,100,sdBaseState,10000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Poison_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,0,0,0,0
1088,普攻-甲壳虫（boss）,0,0,0,0,0,5,0,0,0,20,3000,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,1044,,前方普通攻击伤害并击退,,0,5400,self,1,Effect/MainChar/$Fx_zealot_helmetbeetle/Fx_zealot_helmetbeetle_skill01.prefab,1500,0,0,20000,5000,5500,0,0,0,0,monster_sound/$mon_helmet_beetle_attack_a.wav,100,sdBaseState,2000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1089,普攻-小蜥蜴王（boss）,0,0,0,0,0,5,0,0,0,20,3500,0,0,5,90,0,0,15000,0;0;0;0,0,0,0,0,10000,,,,前方扇形普通攻击伤害,,0,5200,self,1,Effect/MainChar/$Fx_melee_kinglizard_little/Fx_melee_kinglizard_little_skill01.prefab,2000,0,0,0,0,0,0,0,0,0,monster_sound/$mon_spiny_king_lizard_attack_a1.wav,2500,sdBaseState,2500,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1090,普攻-近战沙基安（boss）,0,0,0,0,0,5,0,0,0,20,2500,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,,,前方普通攻击伤害,,0,4500,self,1,Effect/MainChar/$Fx_melee_shakian_sword/Fx_melee_shakian_sword_skill01.prefab,1500,0,0,0,0,0,0,0,0,0,monster_sound/$mon_shakian_shield_attack_a1_sfx.wav,100,sdBaseState,1500,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1091,普攻-长矛沙基安（boss）,0,0,0,0,0,5,0,0,0,20,1500,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,1017,,向前方丢掷长矛,,0,4500,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$mon_shakian_spear_attack_a2_sfx.wav,100,sdBaseState,10000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,0,0,0,0
1092,普攻-甲虫傀儡,0,0,0,0,0,5,0,0,0,20,4000,0,0,7,1500,0,0,10000,0;0;0;0,0,0,0,0,10000,,,,前方普通攻击伤害,,0,5200,self,1,Effect/MainChar/$Fx_tanker_beetlegolem/Fx_tanker_beetlegolem_skill01.prefab,1200,0,0,0,0,0,0,0,0,0,monster_sound/$beetle_golem_attack01_1.wav,100,sdBaseState,3000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,1,0,0,0
1093,普攻-昆昆幼虫（boss）,0,0,0,0,0,5,0,0,0,20,2500,0,0,7,500,0,0,10000,0;0;0;0,0,0,0,0,10000,,1051,,向前方召唤毒球,,0,6000,,,,,0,0,0,0,0,0,0,0,0,monster_sound/$KunKun_Larve_skill_attack01_1.wav,100,sdBaseState,10000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Poison_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,0,0,0,0
1094,普攻-魔法沙基安（boss）,0,0,0,0,0,5,0,0,0,20,1500,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,10000,,1016,,发出雷电攻击前方的目标,,0,6500,self,1,Effect/MainChar/$Fx_nuker_shakian_magic/Fx_nuker_shakian_magic_skill04.prefab,3000,0,0,0,0,0,0,0,0,0,monster_sound/$mon_shakian_magic_attack_a_voice.wav,100,sdBaseState,10000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,,0,0,0,0,0,1,0,0,0,0
3001,技能-兽人掠夺者,0,0,0,0,0,5,0,0,0,20,2000,0,3600,1,0,0,0,10000,0;0;0;0,0,0,0,0,20000,,,,前方普通攻击伤害,,0,7200,self;gamelevel,1;7200,Effect/MainChar/$Fx_Orc_Trainer/Fx_orc_trainer_skill05.prefab;Effect/MainChar/$Tongyong/suishi/Fx_suishi_01.prefab,5000;2000,0,0,0,0,0,0,0,0,0,monster_sound/$mon_orc_leader_skill_02.wav;monster_sound/$mon_ogre_worker_attack_b.wav,100;6500,sdBaseState,3000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,skill05,0,0,0,0,0,1,1,0,0,0
3002,技能-兽人精灵术士,0,0,0,0,0,5,0,0,0,20,4000,0,0,1,0,0,0,10000,0;0;0;0,0,0,0,0,10000,,1005,,在目标脚底召唤陷阱,,0,2600,self,1,Effect/MainChar/$Fx_orc_elementalist/Fx_Orc_Elementalist_001.prefab,1500,0,0,0,0,0,0,0,0,0,monster_sound/$mon_ogre_worker_attack_b.wav,100,sdBaseState,20000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Fire_Hit_001.prefab,1,600,1,skill05,0,0,0,0,0,1,0,0,0,0
3003,技能1-岩石巨人,0,0,0,0,0,5,0,0,0,20,3000,0,3600,1,0,0,0,10000,0;0;0;0,0,0,0,0;0;0,12000;12000;12000,,,,前方3连击,,0,2800;4400;7800,gamelevel,1,Effect/MainChar/$Fx_rockgolem/Fx_rockgolem_skill_03.prefab,5000,0,0,0,0,0,0,0,0,0,monster_sound/$rockgolem_skill_attack02.wav;monster_sound/$rockgolem_skill_attack02.wav;monster_sound/$rockgolem_skill_attack02.wav,100;1700;5000,sdBaseState,3000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,skill03,0,0,0,0,0,1,1,0,0,0
3004,技能-兽人突击兵,0,0,0,0,0,5,0,0,0,20,3000,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,20000,,,,前方普通攻击伤害,,0,3900,self,1,Effect/MainChar/$Fx_orc_leader/Fx_orc_leader_attack01.prefab,5000,0,0,0,0,0,0,0,0,0,monster_sound/$mon_orc_leader_skill_02.wav;monster_sound/$mon_ogre_worker_attack_b.wav,100;3000,sdBaseState,2000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Hit_001.prefab,1,600,1,skill02,0,0,0,0,0,1,1,0,0,0
3005,技能-兽人分队长（旋风斩）,0,0,0,0,0,5,0,0,0,20,5000,0,0,1,0,0,0,10000,0;0;0;0,0,0,0,0;0;0;0,10000;10000;10000;10000,,,,360度多段打击,,0,4000;5000;6000;7000,self,1,Effect/MainChar/$Fx_orc_leader/Fx_orc_leader_attack02.prefab,5000,0,0,0,0,0,0,0,0,0,monster_sound/$mon_orc_leader_skill_02.wav,100,sdBaseState,4000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Fire_Hit_001.prefab,1,600,1,skill02,0,0,0,0,0,1,1,0,0,0
3006,技能-守门将贝格尔,0,0,0,0,0,5,0,0,0,20,2500,0,0,5,45,0,0,10000,0;0;0;0,0,0,0,0,20000,,,,前方180度造成伤害。,,0,5700,self,1,Effect/MainChar/$Fx_kobold_elite_mask/Fx_kobold_elite_mask_skill_attack02.prefab,1500,0,0,0,0,0,0,0,0,0,monster_sound/$mon_orc_butcher_skill_01.wav,100,sdBaseState,1500,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Fire_Hit_001.prefab,1,600,1,skill02,0,0,0,0,0,1,1,0,0,0
3007,技能1-独眼龙旋风斩,0,0,0,0,0,5,0,0,0,20,4000,0,0,1,0,0,0,10000,0;0;0;0,0,0,0,0;0;0;0;0;0;0,5000;5000;5000;5000;5000;5000;5000,,,,360度的多次aoe,,0,3500;4200;4700;5200;5700;6700;7200,self,1,Effect/MainChar/$Fx_orc_torpa/Fx_orc_torpa_attack02_5.prefab,5000,0,0,0,0,0,0,0,0,0,monster_sound/$orc_torpa_skill02_1.wav;monster_sound/$orc_torpa_skill02_1_voice.wav,100;101,sdBaseState,3000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Fire_Hit_001.prefab,1,600,1,skill02,0,0,0,0,0,1,1,0,0,0
3008,技能2-独眼龙击退,0,0,0,0,0,5,0,0,0,20,4000,0,0,5,90,0,0,10000,0;0;0;0,0,0,0,0,15000,,1010,,前方180度造成伤，并击退目标,,0,4700,self,1,Effect/MainChar/$Fx_orc_torpa/Fx_orc_torpa_attack03_2.prefab,2500,0,0,0,0,0,0,0,0,0,monster_sound/$orc_torpa_skill03.wav;monster_sound/$orc_torpa_skill03_voice.wav,100;101,sdBaseState,3000,,0,,0,Effect/MainChar/$Hit_Effect/Fx_Fire_Hit_001.prefab,1,600,1,skill03,0,0,0,0,0,1,1,0,0,0
